RELATÓRIO DE EVOLUÇÃO - Procedimentos Odontológicos preventivos
Equipes: eSB
Competências: ABR/25, AGO/25, DEZ/25

==================================================
RESUMO DAS VARIAÇÕES
==================================================
ABR_25: Média de pontuação = 47.93
AGO_25: Média de pontuação = 47.70
DEZ_25: Média de pontuação = 46.35

% de crescimento entre 2025-04 e 2025-08: 9.79%
% de crescimento entre 2025-08 e 2025-12: 8.86%

Crescimento total médio: 9.03%

==================================================
TOP 5 - MAIOR CRESCIMENTO
==================================================
  ESB 05 - UBS 02 TAG (INE: 0002456397): 613.08%
  ESB 01 - UBS 06 TAG (INE: 0001923544): 605.66%
  ESB AMIZADE (INE: 0002203081): 275.38%
  ESB 02 - UBS 05 SAM (INE: 0002064243): 246.64%
  ESB 01 - UBS 02 TAG (INE: 0001918621): 174.06%

==================================================
TOP 5 - MENOR CRESCIMENTO
==================================================
  ESB 02 - UBS 03 REC (INE: 0001925172): -100.00%
  ESB CRISTAL (INE: 0002062666): -100.00%
  ESB 01 - UBS 12 SAM (INE: 0001924753): -100.00%
  ESB 03 UBS 02 GUARA (INE: 0002117479): -100.00%
  ESB DELTA (INE: 0002447584): -100.00%


==================================================
DADOS COMPLETOS
==================================================

ESTABELECIMENTO;INE;NOME DA EQUIPE;PONT_ABR_25;PONT_AGO_25;PONT_DEZ_25;VAR_1_2_%;VAR_2_3_%;CRESCIMENTO_TOTAL_%
UBS 1 ENGENHO VELHO FERCAL;0002436582;ESB JEQUITIBA;46.62;48.84;46.48;4.76;-4.83;-0.3
UBS 4 CEILANDIA;0002272857;ESB 53;100.0;33.71;100.0;-66.29;196.65;0.0
UBS 13 GAMA CASA GRANDE;0001925830;1234/70;64.12;98.92;31.45;54.27;-68.21;-50.95
UBS 6 GAMA;0002169002;1222/58;49.15;51.38;39.13;4.54;-23.84;-20.39
UBS 2 ITAPOA;0001910035;ESB 6 ITAPOA;20.38;21.58;18.37;5.89;-14.87;-9.86
UBS 1 ASA SUL;0002203022;ESB LARANJA;30.12;42.39;60.68;40.74;43.15;101.46
UBS 02 AGUAS CLARAS;0002064146;ESB 01 - UBS 02 AC;40.0;27.68;23.29;-30.8;-15.86;-41.78
UBS 6 CARIRU PARANOA;0001909584;ESB CARIRU;14.61;18.18;15.63;24.44;-14.03;6.98
UBS 04 SAMAMBAIA;0001923900;ESB 03 - UBS 04 SAM;17.62;22.53;24.12;27.87;7.06;36.89
UBS 7 CEILANDIA;0002018942;ESB 21;11.96;16.48;11.29;37.79;-31.49;-5.6
UBS 02 NUCLEO BANDEIRANTE;0002117711;ESB 01 UBS 02 NB;41.67;49.01;41.43;17.61;-15.47;-0.58
UBS 01 ESTRUTURAL;0002117622;ESB 02 UBS 01 ESTRUTURAL;37.78;100.0;33.64;164.69;-66.36;-10.96
UBS 2 CEILANDIA;0002018667;ESB 11;58.09;100.0;32.26;72.15;-67.74;-44.47
UBS 5 CEILANDIA;0002018764;ESB 15;52.79;54.52;55.25;3.28;1.34;4.66
UBS 1 GAMA;0002256789;1230/66;54.82;58.43;52.76;6.59;-9.7;-3.76
UBS 07 SAMAMBAIA;0002376326;ESB 06 - UBS 07 SAM;23.53;35.0;32.08;48.75;-8.34;36.34
UBS 07 TAGUATINGA;0001923560;ESB 01 - UBS 07 TAG;33.91;30.67;43.28;-9.55;41.12;27.63
UBS 20 PLANALTINA;0002447584;ESB DELTA;58.28;100.0;0.0;71.59;-100.0;-100.0
UBS 04 RECANTO DAS EMAS;0002064375;ESB 04 - UBS 04 REC;44.13;44.0;44.72;-0.29;1.64;1.34
UBS 2 GAMA;0001880160;1201/43;56.34;55.75;47.41;-1.05;-14.96;-15.85
UBS 02 SAMAMBAIA;0002064154;ESB 03 - UBS 02 SAM;80.77;100.0;0.0;23.81;-100.0;-100.0
UBS 1 BRAZLANDIA;0002018381;ESB 2;50.41;18.52;15.79;-63.26;-14.74;-68.68
UBS 05 SAMAMBAIA;0002064278;ESB 04 - UBS 05 SAM;40.35;39.36;35.38;-2.45;-10.11;-12.32
UBS 01 GUARA;0002117312;ESB 01 UBS 01 GUARA;70.35;57.45;50.0;-18.34;-12.97;-28.93
UBS 1 SOBRADINHO;0002428148;ESB PAVAO;26.42;22.09;32.1;-16.39;45.31;21.5
UBS 3 ITAPOA;0001910086;ESB 8 ITAPOA;85.04;70.37;82.09;-17.25;16.65;-3.47
UBS 01 AGUAS CLARAS;0001918346;ESB 03 - UBS 01 AC;61.85;56.12;51.72;-9.26;-7.84;-16.38
UBS 02 SAMAMBAIA;0001923692;ESB 02 - UBS 02 SAM;61.99;54.42;69.39;-12.21;27.51;11.94
UBS 5 PLANALTINA;0002063026;ESB CORUJA - PL;90.52;68.18;54.84;-24.68;-19.57;-39.42
UBS 01 AGUAS CLARAS;0001918281;ESB 02 - UBS 01 AC;48.69;50.51;57.58;3.74;14.0;18.26
UBS 11 SAMAMBAIA;0002064294;ESB 03 - UBS 11 SAM;44.72;37.75;37.2;-15.59;-1.46;-16.82
UBS 2 BRAZLANDIA;0002018446;ESB 3;26.48;21.71;40.98;-18.01;88.76;54.76
UBS 2 CEILANDIA;0002018624;ESB 9;38.61;38.63;45.01;0.05;16.52;16.58
UBS 2 ITAPOA;0002430843;ESB ESMERALDA;100.0;100.0;100.0;0.0;0.0;0.0
UBS 01 RIACHO FUNDO II;0002117916;ESB 04 UBS 01 RIACHO FUNDO II;100.0;71.34;76.06;-28.66;6.62;-23.94
UBS 05 RIACHO FUNDO II;0002117932;ESB 06 UBS 05 RIACHO FUNDO II;86.08;98.53;83.88;14.46;-14.87;-2.56
UBS 06 TAGUATINGA;0002064057;ESB 03 - UBS 06 TAG;14.81;50.45;30.48;240.65;-39.58;105.81
UBS 02 SAMAMBAIA;0002064170;ESB 05 - UBS 02 SAM;47.03;56.05;54.14;19.18;-3.41;15.12
UBS 05 SAMAMBAIA;0002064243;ESB 02 - UBS 05 SAM;17.24;16.85;59.76;-2.26;254.66;246.64
UBS 01 VICENTE PIRES;0002456389;ESB 05 - UBS 01 VP;28.33;43.22;34.66;52.56;-19.81;22.34
UBS 02 SAMAMBAIA;0002064189;ESB 06 - UBS 02 SAM;28.57;27.27;26.61;-4.55;-2.42;-6.86
UBS 6 GAMA;0001881051;1209/51;81.98;74.38;58.67;-9.27;-21.12;-28.43
UBS 5 SETOR DE MANSOES SOBRADINHO II;0002062879;ESB DENTE-DE-LEAO;11.11;10.53;14.12;-5.22;34.09;27.09
UBS 4 SETOR DE MANSOES SOBRADINHO II;0002062860;ESB CALIANDRA;65.05;54.85;51.67;-15.68;-5.8;-20.57
UBS 3 VEREDAS I BRAZLANDIA;0002018527;ESB 4;37.01;37.42;47.24;1.11;26.24;27.64
UBS 2 SOBRADINHO II;0002062836;ESB ERVA-DOCE;38.87;51.78;55.97;33.21;8.09;43.99
UBS 3 GAMA;0001880411;1204/46;62.38;58.61;76.12;-6.04;29.88;22.03
UBS 1 SOBRADINHO II;0002062771;ESB MARSALA;76.71;71.79;69.41;-6.41;-3.32;-9.52
UBS 1 SANTA MARIA;0002125358;0026/39;62.22;35.54;60.96;-42.88;71.53;-2.03
UBS 03 RECANTO DAS EMAS;0001925571;ESB 06 - UBS 03 REC;62.36;55.11;80.0;-11.63;45.16;28.29
UBS 11 CEILANDIA;0002019108;ESB 33;40.77;50.63;35.58;24.18;-29.73;-12.73
UBS 1 PARANOA;0001906046;ESB 5 PARANOA;49.74;60.53;61.18;21.69;1.07;23.0
UBS 7 BURITIZINHO SOBRADINHO II;0002062763;ESB CINZA;52.5;52.25;35.26;-0.48;-32.52;-32.84
UBS 01 RIACHO FUNDO I;0002117819;ESB 01 UBS 01 RIACHO FUNDO I;60.95;100.0;54.94;64.07;-45.06;-9.86
UBS 01 SAMAMBAIA;0002456400;ESB 02 - UBS 01SAM;81.05;61.16;69.34;-24.54;13.37;-14.45
UBS 6 CEILANDIA;0002018829;ESB 17;60.7;69.38;74.68;14.3;7.64;23.03
UBS 9 SANTOS DUMONT PLANALTINA;0002063069;ESB LIBELULA;9.64;21.17;13.08;119.61;-38.21;35.68
UBS 02 TAGUATINGA;0002456397;ESB 05 - UBS 02 TAG;8.18;26.23;58.33;220.66;122.38;613.08
UBS 12 CEILANDIA;0002019124;ESB 35;59.66;26.6;26.13;-55.41;-1.77;-56.2
UBS 04 RECANTO DAS EMAS;0001925660;ESB 01 - UBS 04 REC;17.35;20.24;12.76;16.66;-36.96;-26.46
UBS 2 SOBRADINHO II;0002062828;ESB BEM-ME-QUER;34.31;10.98;14.58;-68.0;32.79;-57.51
UBS 3 GAMA;0001880233;1202/44;54.05;33.17;34.0;-38.63;2.5;-37.1
UBS 04 RECANTO DAS EMAS;0002064383;ESB 05 - UBS 04 REC;83.33;100.0;1.96;20.0;-98.04;-97.65
UBS 3 PARANOA PARQUE;0001909444;ESB 3 PARANOA PARQUE;43.1;47.36;50.0;9.88;5.57;16.01
UBS 3 NOVA COLINA SOBRADINHO;0002062682;ESB CEREJEIRA;47.23;31.6;42.34;-33.09;33.99;-10.35
UBS 4 CEILANDIA;0002019310;ESB 42;26.77;0.0;51.61;-100.0;100.0;92.79
UBS 01 NUCLEO BANDEIRANTE;0002117703;ESB 02 UBS 01 NB;37.69;13.39;49.19;-64.47;267.36;30.51
UBS 02 RECANTO DAS EMAS;0002064367;ESB 04 - UBS 02 REC;26.04;29.1;35.71;11.75;22.71;37.14
UBS 15 CEILANDIA;0002272849;ESB 52;46.53;55.76;43.59;19.84;-21.83;-6.32
UBS 3 ASA NORTE VILA PLANALTO;0002473860;ESB IPE AMARELO;100.0;45.19;41.57;-54.81;-8.01;-58.43
UBS 07 SAMAMBAIA;0001924575;ESB 03 - UBS 07 SAM;71.43;59.62;63.22;-16.53;6.04;-11.49
UBS 07 SAMAMBAIA;0001924508;ESB 01 - UBS 07 SAM;31.11;26.05;45.45;-16.26;74.47;46.09
UBS 1 SAO SEBASTIAO;0001910248;ESB 6 SAO SEBASTIAO;39.74;35.71;14.94;-10.14;-58.16;-62.41
UBS 1 VARJAO;0002203081;ESB AMIZADE;3.33;21.74;12.5;552.85;-42.5;275.38
UBS 01 TAGUATINGA;0002335638;ESB 04 - UBS 01 TAG;16.22;22.99;15.09;41.74;-34.36;-6.97
UBS 1 PARANOA;0001905902;ESB 3 PARANOA;78.85;81.13;69.31;2.89;-14.57;-12.1
UBS 01 RECANTO DAS EMAS;0002064316;ESB 01 - UBS 01 REC;26.95;21.15;35.71;-21.52;68.84;32.5
UBS 2 ASA NORTE;0002203065;ESB VERMELHA;81.35;63.49;85.43;-21.95;34.56;5.02
UBS 17 CEILANDIA;0002019280;ESB 41;66.43;67.98;64.58;2.33;-5.0;-2.78
UBS 6 CEILANDIA;0002018853;ESB 18;54.61;55.33;100.0;1.32;80.73;83.12
UBS 9 CEILANDIA;0002019027;ESB 28;49.1;37.92;54.59;-22.77;43.96;11.18
UBS 02 TAGUATINGA;0001918621;ESB 01 - UBS 02 TAG;13.84;0.0;37.93;-100.0;100.0;174.06
UBS 07 SAMAMBAIA;0001924613;ESB 05 - UBS 07 SAM;38.82;39.83;42.19;2.6;5.93;8.68
UBS 08 TAGUATINGA;0001923625;ESB 02 - UBS 08 TAG;10.18;13.51;10.94;32.71;-19.02;7.47
UBS 1 PARANOA;0001905716;ESB 1 PARANOA;67.12;83.02;70.4;23.69;-15.2;4.89
UBS 4 GAMA;0002170914;1221/57;28.57;11.88;10.34;-58.42;-12.96;-63.81
UBS 4 PLANALTINA;0002422409;ESB ALECRIM - PL;49.55;55.98;36.05;12.98;-35.6;-27.25
UBS 1 SOBRADINHO;0002062593;ESB CANARIO - SOB;100.0;100.0;100.0;0.0;0.0;0.0
UBS 1 VARJAO;0002386887;ESB ALEGRIA;45.19;32.5;100.0;-28.08;207.69;121.29
UBS 3 CEILANDIA;0002018683;ESB 12;72.79;58.31;100.0;-19.89;71.5;37.38
UBS 04 RIACHO FUNDO II;0002117924;ESB 01 UBS 04 RIACHO FUNDO II;75.0;73.68;46.15;-1.76;-37.36;-38.47
UBS 02 RECANTO DAS EMAS;0002064359;ESB 03 - UBS 02 REC;0.0;0.0;0.0;0.0;0.0;0.0
UBS 1 SOBRADINHO II;0002062747;ESB SALMAO;72.73;55.48;64.19;-23.72;15.7;-11.74
UBS 03 GUARA;0002117541;ESB 03 UBS 03 GUARA;0.0;21.01;30.0;100.0;42.79;100.0
UBS 2 SANTA MARIA;0002256770;1229/65;100.0;93.41;100.0;-6.59;7.05;0.0
UBS 05 RECANTO DAS EMAS;0001924982;ESB 01 - UBS 05 REC;37.38;37.84;40.12;1.23;6.03;7.33
UBS 03 RECANTO DAS EMAS;0001925172;ESB 02 - UBS 03 REC;39.13;32.02;0.0;-18.17;-100.0;-100.0
UBS 7 CEILANDIA;0002018950;ESB 22;45.71;36.84;42.31;-19.4;14.85;-7.44
UBS 7 INCRA 08 BRAZLANDIA;0002018578;ESB 5;48.18;60.71;65.52;26.01;7.92;35.99
UBS 2 BRAZLANDIA;0002156253;ESB 43;54.33;50.97;56.99;-6.18;11.81;4.9
UBS 1 GAMA;0002220784;1223/59;100.0;96.0;60.51;-4.0;-36.97;-39.49
UBS 08 TAGUATINGA;0002064081;ESB 03 - UBS 08 TAG;100.0;0.0;0.0;-100.0;0.0;-100.0
UBS 1 LAGO NORTE;0002536250;ESB ONIX;0.0;87.88;51.58;100.0;-41.31;100.0
UBS 04 RECANTO DAS EMAS;0001925717;ESB 02 - UBS 04 REC;32.28;38.79;50.94;20.17;31.32;57.81
UBS 2 ASA NORTE;0002335581;ESB AZUL;69.71;55.0;53.76;-21.1;-2.25;-22.88
UBS 5 PLANALTINA;0002062976;ESB GARCA;62.08;69.14;73.2;11.37;5.87;17.91
UBS 06 TAGUATINGA;0001923552;ESB 02 - UBS 06 TAG;16.67;10.98;28.45;-34.13;159.11;70.67
UBS 1 SAO SEBASTIAO;0001910116;ESB 1 SAO SEBASTIAO;20.34;13.85;17.78;-31.91;28.38;-12.59
UBS 4 PLANALTINA;0002062941;ESB CAMOMILA;44.03;36.25;35.19;-17.67;-2.92;-20.08
UBS 1 BRAZLANDIA;0002018349;ESB 1;43.59;50.72;58.74;16.36;15.81;34.76
UBS 5 CEILANDIA;0002018772;ESB 16;62.42;53.13;53.31;-14.88;0.34;-14.59
UBS 11 SAMAMBAIA;0002235153;ESB 04 - UBS11 SAM;0.0;0.0;0.0;0.0;0.0;0.0
UBS 9 ENGENHO DAS LAGES GAMA;0002235846;1228/64;53.25;38.12;41.55;-28.41;9.0;-21.97
UBS 12 SAMAMBAIA;0001924834;ESB 03 - UBS 12 SAM;100.0;100.0;72.52;0.0;-27.48;-27.48
UBS 1 SAO SEBASTIAO;0001910183;ESB 4 SAO SEBASTIAO;25.08;23.16;28.82;-7.66;24.44;14.91
UBS 01 RIACHO FUNDO I;0002117843;ESB 02 UBS 01 RIACHO FUNDO 01;64.75;34.94;43.14;-46.04;23.47;-33.37
UBS 2 ASA NORTE;0002489201;ESB VERDE;62.05;61.35;47.66;-1.13;-22.31;-23.19
UBS 2 GAMA;0001880055;0253/41;45.45;50.0;41.67;10.01;-16.66;-8.32
UBS 05 TAGUATINGA;0001923501;ESB 02 - UBS 05 TAG;39.92;35.43;42.01;-11.25;18.57;5.24
UBS 1 SAO SEBASTIAO;0001910167;ESB 3 SAO SEBASTIAO;14.32;14.59;21.36;1.89;46.4;49.16
UBS 10 SANTA MARIA;0001881132;1210/37;67.01;63.71;55.45;-4.92;-12.96;-17.25
UBS 03 GUARA;0002117525;ESB 01 UBS 03 GUARA;56.25;51.69;54.9;-8.11;6.21;-2.4
UBS 2 SOBRADINHO II;0002062844;ESB ALECRIM;40.06;51.18;65.22;27.76;27.43;62.81
UBS 08 SAMAMBAIA;0001924702;ESB 02 - UBS 08 SAM;54.68;27.14;41.6;-50.37;53.28;-23.92
UBS 5 GAMA;0002376318;1235/71;22.79;14.9;17.38;-34.62;16.64;-23.74
UBS 03 GUARA;0002117576;ESB 04 UBS 03 GUARA;30.91;15.07;23.73;-51.25;57.47;-23.23
UBS 02 TAGUATINGA;0001918788;ESB 02 - UBS 02 TAG;32.59;15.08;48.15;-53.73;219.3;47.74
UBS 9 CEILANDIA;0002019043;ESB 29;21.5;25.97;42.97;20.79;65.46;99.86
UBS 1 LAGO NORTE;0002203073;ESB TOPAZIO;100.0;50.64;100.0;-49.36;97.47;0.0
UBS 03 RECANTO DAS EMAS;0001925504;ESB 05 - UBS 03 REC;67.28;50.13;49.51;-25.49;-1.24;-26.41
UBS 3 SANTA MARIA;0001881264;3400/38;54.25;67.03;56.25;23.56;-16.08;3.69
UBS 1 ITAPOA;0001909827;ESB 1 ITAPOA;35.67;28.05;28.1;-21.36;0.18;-21.22
UBS 06 TAGUATINGA;0001923544;ESB 01 - UBS 06 TAG;1.06;1.2;7.48;13.21;523.33;605.66
UBS 1 SOBRADINHO;0002062585;ESB GAIVOTA - SOB;0.0;31.58;22.46;100.0;-28.88;100.0
UBS 06 SAMAMBAIA;0001924443;ESB 02 - UBS 06 SAM;57.59;58.3;80.3;1.23;37.74;39.43
UBS 12 SAMAMBAIA;0002456419;ESB 06 - UBS 12 SAM;42.08;0.0;0.0;-100.0;0.0;-100.0
UBS 3 CEILANDIA;0002018691;ESB 13;100.0;56.41;67.1;-43.59;18.95;-32.9
UBS 6 LAGO OESTE SOBRADINHO;0002062720;ESB FLOR DO CERRADO;28.94;13.99;16.22;-51.66;15.94;-43.95
UBS 1 SANTA MARIA;0001879774;0553/34;46.05;73.83;63.91;60.33;-13.44;38.78
UBS 17 CEILANDIA;0002019272;ESB 40;100.0;100.0;96.15;0.0;-3.85;-3.85
UBS 02 SAMAMBAIA;0001923676;ESB 01 - UBS 02 SAM;63.72;100.0;56.78;56.94;-43.22;-10.89
UBS 06 SAMAMBAIA;0001924478;ESB 03 - UBS 06 SAM;27.05;33.13;30.77;22.48;-7.12;13.75
UBS 1 SOBRADINHO II;0002062755;ESB LILAS - SOB;86.51;52.52;59.65;-39.29;13.58;-31.05
UBS 3 VALE DOS PINHEIROS SOBRADINHO II;0002062852;ESB VALE DOS PINHEIROS;43.75;55.36;59.03;26.54;6.63;34.93
UBS 03 TAGUATINGA;0002294923;ESB 03 - UBS 03TAG;73.47;66.67;83.33;-9.26;24.99;13.42
UBS 10 CEILANDIA;0002019078;ESB 31;100.0;48.63;100.0;-51.37;105.63;0.0
UBS 1 ASA NORTE;0002514109;ESB LUA;25.89;39.23;31.58;51.53;-19.5;21.98
UBS 03 TAGUATINGA;0001923447;ESB 02 - UBS 03 TAG;33.94;100.0;64.29;194.64;-35.71;89.42
UBS 1 ASA SUL;0002203030;ESB LILAS;43.01;40.8;34.15;-5.14;-16.3;-20.6
UBS 3 GAMA;0001880330;1203/45;68.09;74.22;52.91;9.0;-28.71;-22.29
UBS 01 VICENTE PIRES;0001917870;ESB 01 - UBS 01 VP;64.47;50.86;54.41;-21.11;6.98;-15.6
UBS 1 CRUZEIRO;0002203111;ESB INGA;78.79;85.59;91.67;8.63;7.1;16.35
UBS 01 RECANTO DAS EMAS;0002064332;ESB 03 - UBS 01 REC;26.05;34.29;62.5;31.63;82.27;139.92
UBS 05 SAMAMBAIA;0002064251;ESB 03 - UBS 05 SAM;0.0;37.27;37.74;100.0;1.26;100.0
UBS 1 JARDINS MANGUEIRAL;0001910280;ESB 1 JARDINS MANGUEIRAL;50.16;73.67;74.52;46.87;1.15;48.56
UBS 1 CEILANDIA;0002018594;ESB 7;0.0;37.22;72.0;100.0;93.44;100.0
UBS 1 GAMA;0002378590;1236/72;100.0;100.0;0.0;0.0;-100.0;-100.0
UBS 5 SANTA MARIA;0002167697;1220/56;52.81;43.69;58.68;-17.27;34.31;11.12
