RELATÓRIO DE EVOLUÇÃO - Tratamento Restaurador Atraumático
Equipes: eSB
Competências: ABR/25, AGO/25, DEZ/25

==================================================
RESUMO DAS VARIAÇÕES
==================================================
ABR_25: Média de pontuação = 15.61
AGO_25: Média de pontuação = 16.72
DEZ_25: Média de pontuação = 17.64

% de crescimento entre 2025-04 e 2025-08: 26.81%
% de crescimento entre 2025-08 e 2025-12: 23.89%

Crescimento total médio: 42.02%

==================================================
TOP 5 - MAIOR CRESCIMENTO
==================================================
  ESB 01 UBS 01 PARK WAY (INE: 0002117894): 1401.50%
  ESB 5 (INE: 0002018578): 998.90%
  ESB 03 - UBS 04 REC (INE: 0001925733): 924.59%
  ESB 38 (INE: 0002019191): 649.63%
  ESB VERDE (INE: 0002489201): 600.21%

==================================================
TOP 5 - MENOR CRESCIMENTO
==================================================
  ESB 02 - UBS 04 SAM (INE: 0001923870): -100.00%
  ESB 04 - UBS 02 TAG (INE: 0002064030): -100.00%
  ESB JERIVA (INE: 0002062550): -100.00%
  ESB 04 - UBS 02 GUARA (INE: 0002421747): -100.00%
  ESB 02 UBS 01 RIACHO FUNDO 01 (INE: 0002117843): -100.00%


==================================================
DADOS COMPLETOS
==================================================

ESTABELECIMENTO;INE;NOME DA EQUIPE;PONT_ABR_25;PONT_AGO_25;PONT_DEZ_25;VAR_1_2_%;VAR_2_3_%;CRESCIMENTO_TOTAL_%
UBS 7 BURITIZINHO SOBRADINHO II;0002062798;ESB MOSTARDA;0.0;0.0;0.0;0.0;0.0;0.0
UBS 1 SAO SEBASTIAO;0001910140;ESB 2 SAO SEBASTIAO;17.54;27.27;12.5;55.47;-54.16;-28.73
UBS 5 PLANALTINA;0002063034;ESB FALCAO;51.61;50.0;21.95;-3.12;-56.1;-57.47
UBS 4 GAMA;0001880489;1205/47;0.0;0.0;0.0;0.0;0.0;0.0
UBS 1 PARANOA;0001905872;ESB 2 PARANOA;66.67;83.33;0.0;24.99;-100.0;-100.0
UBS 1 ASA NORTE;0002300672;ESB COMETA;0.0;19.44;21.43;100.0;10.24;100.0
UBS 8 CEILANDIA;0002018977;ESB 24;0.0;0.0;5.71;0.0;100.0;100.0
UBS 3 NOVA COLINA SOBRADINHO;0002062690;ESB JACARANDA;0.0;20.0;8.33;100.0;-58.35;100.0
UBS 6 CEILANDIA;0002018926;ESB 19;0.0;6.67;28.57;100.0;328.34;100.0
UBS 01 ESTRUTURAL;0002117665;ESB 05 UBS 01 ESTRUTURAL;0.0;0.0;0.0;0.0;0.0;0.0
UBS 02 GUARA;0002117479;ESB 03 UBS 02 GUARA;0.0;0.0;0.0;0.0;0.0;0.0
UBS 11 SAMAMBAIA;0002064227;ESB 01 - UBS 11 SAM;0.0;0.0;0.0;0.0;0.0;0.0
UBS 2 SOBRADINHO;0002062623;ESB AGATA;4.76;3.45;30.0;-27.52;769.57;530.25
UBS 5 PLANALTINA;0002062992;ESB FENIX;8.33;20.0;30.0;140.1;50.0;260.14
UBS 01 GUARA;0002117320;ESB 02 UBS 01 GUARA;15.79;20.0;0.0;26.66;-100.0;-100.0
UBS 12 CEILANDIA;0002272822;ESB 50;38.89;22.73;23.08;-41.55;1.54;-40.65
UBS 11 RAJADINHA PLANALTINA;0002274132;ESB RAJADINHA;17.86;42.86;62.5;139.98;45.82;249.94
UBS 2 BRAZLANDIA;0002272776;ESB 45;11.72;47.5;25.0;305.29;-47.37;113.31
UBS 12 SAMAMBAIA;0001924753;ESB 01 - UBS 12 SAM;40.0;50.0;0.0;25.0;-100.0;-100.0
UBS 10 RECANTO DAS EMAS;0001924931;ESB 01 - UBS 10 REC;0.0;16.67;0.0;100.0;-100.0;0.0
UBS 03 RECANTO DAS EMAS;0001925393;ESB 04 - UBS 03 REC;0.0;0.0;15.38;0.0;100.0;100.0
UBS 01 NUCLEO BANDEIRANTE;0002117681;ESB 01 UBS 01 NB;0.0;0.0;0.0;0.0;0.0;0.0
UBS 02 ESTRUTURAL;0002322129;ESB 02 UBS 02 ESTRUTURAL;28.0;9.68;16.67;-65.43;72.21;-40.46
UBS 2 SOBRADINHO;0002062666;ESB CRISTAL;8.33;0.0;0.0;-100.0;0.0;-100.0
UBS 06 SAMAMBAIA;0001924400;ESB 01 - UBS 06 SAM;28.13;39.13;50.0;39.1;27.78;77.75
UBS 1 PLANALTINA;0002062887;ESB MICO-LEAO-DOURADO;0.0;0.0;0.0;0.0;0.0;0.0
UBS 1 ITAPOA;0001909851;ESB 2 ITAPOA;4.76;13.46;23.53;182.77;74.81;394.33
UBS 4 ROTA DO CAVALO SOBRADINHO;0002062704;ESB HARAS DO SOL;0.0;8.0;0.0;100.0;-100.0;0.0
UBS 20 PLANALTINA;0002422417;ESB SIGMA;0.0;26.67;0.0;100.0;-100.0;0.0
UBS 2 PLANALTINA;0002062909;ESB AZALEIA;42.11;0.0;0.0;-100.0;0.0;-100.0
UBS 03 RECANTO DAS EMAS;0001925628;ESB 07 - UBS 03 REC;100.0;0.0;0.0;-100.0;0.0;-100.0
UBS 17 CEILANDIA;0002019191;ESB 38;6.67;42.86;50.0;542.58;16.66;649.63
UBS 1 SANTA MARIA;0002125366;0027/40;6.45;14.29;14.81;121.55;3.64;129.61
UBS 20 PLANALTINA;0002063093;ESB GAMA;8.33;0.0;0.0;-100.0;0.0;-100.0
UBS 05 SAMAMBAIA;0002335646;ESB 05 - UBS 05 SAM;41.67;30.0;33.33;-28.01;11.1;-20.01
UBS 01 VICENTE PIRES;0002307367;ESB 04 - UBS 01 VP;11.11;20.0;9.09;80.02;-54.55;-18.18
UBS 16 CEILANDIA;0002272881;ESB 56;21.18;12.4;21.9;-41.45;76.61;3.4
UBS 1 GAMA;0001879979;0252/40;0.0;3.7;0.0;100.0;-100.0;0.0
UBS 2 PLANALTINA;0002062917;ESB DALIA;0.0;0.0;0.0;0.0;0.0;0.0
UBS 01 PARK WAY;0002117894;ESB 01 UBS 01 PARK WAY;3.33;25.86;50.0;676.58;93.35;1401.5
UBS 2 SANTA MARIA;0001879448;0540/20;0.0;0.0;0.0;0.0;0.0;0.0
UBS 2 SANTA MARIA;0001879693;00551/32;0.0;0.0;0.0;0.0;0.0;0.0
UBS 5 NOVA BETANIA SAO SEBASTIAO;0001910361;ESB NOVA BETANIA SSB;3.45;0.0;0.0;-100.0;0.0;-100.0
UBS 07 TAGUATINGA;0002064065;ESB 02 - UBS 07 TAG;32.5;14.71;12.9;-54.74;-12.3;-60.31
UBS 4 GAMA;0002256797;1231/67;0.0;0.0;0.0;0.0;0.0;0.0
UBS 11 CEILANDIA;0002019094;ESB 32;0.0;33.33;30.43;100.0;-8.7;100.0
UBS 1 SOBRADINHO;0002062607;ESB TUCANO - SOB;0.0;0.0;0.0;0.0;0.0;0.0
UBS 20 PLANALTINA;0002274140;ESB OMEGA;9.09;0.0;0.0;-100.0;0.0;-100.0
UBS 13 SAO JOSE PLANALTINA;0002177013;ESB UOM;10.87;6.45;10.0;-40.66;55.04;-8.0
UBS 16 CEILANDIA;0002272865;ESB 54;0.0;23.53;33.33;100.0;41.65;100.0
UBS 03 SAMAMBAIA;0002536978;ESB 03 - UBS 03 SAM;0.0;0.0;0.0;0.0;0.0;0.0
UBS 10 CEILANDIA;0002019051;ESB 30;1.72;16.28;4.26;846.51;-73.83;147.67
UBS 01 SAMAMBAIA;0002138468;ESB 01 - UBS 01 SAM;0.0;0.0;0.0;0.0;0.0;0.0
UBS 12 PONTE ALTA GAMA;0001881329;1212/53;0.0;0.0;0.0;0.0;0.0;0.0
UBS 8 CEILANDIA;0002018993;ESB 26;31.34;38.89;31.25;24.09;-19.65;-0.29
UBS 8 VALE DO AMANHECER PLANALTINA;0002063050;ESB UNIVERSO;0.0;2.17;0.0;100.0;-100.0;0.0
UBS 04 SAMAMBAIA;0001923870;ESB 02 - UBS 04 SAM;42.86;0.0;0.0;-100.0;0.0;-100.0
UBS 02 GUARA;0002117452;ESB 02 UBS 02 GUARA;40.0;47.06;75.0;17.65;59.37;87.5
UBS 2 CEILANDIA;0002018659;ESB 10;0.0;34.78;36.67;100.0;5.43;100.0
UBS 11 CEILANDIA;0002019116;ESB 34;3.33;11.67;6.67;250.45;-42.84;100.3
UBS 07 TAGUATINGA;0002064073;ESB 03 - UBS 07 TAG;5.26;22.58;5.0;329.28;-77.86;-4.94
UBS 9 CEILANDIA;0002272814;ESB 47;0.0;0.0;9.09;0.0;100.0;100.0
UBS 8 CEILANDIA;0002018985;ESB 25;33.33;20.0;19.05;-39.99;-4.75;-42.84
UBS 5 GRANJA DO TORTO;0002536269;ESB CANTINHO DA SAUDE;0.0;75.0;22.22;100.0;-70.37;100.0
UBS 5 GAMA;0001880632;1206/48;0.0;47.37;0.0;100.0;-100.0;0.0
UBS 1 ENGENHO VELHO FERCAL;0002436582;ESB JEQUITIBA;35.48;27.03;27.91;-23.82;3.26;-21.34
UBS 4 CEILANDIA;0002272857;ESB 53;0.0;13.64;0.0;100.0;-100.0;0.0
UBS 13 GAMA CASA GRANDE;0001925830;1234/70;20.0;0.0;29.29;-100.0;100.0;46.45
UBS 6 GAMA;0002169002;1222/58;8.33;5.56;13.64;-33.25;145.32;63.75
UBS 2 ITAPOA;0001910035;ESB 6 ITAPOA;79.22;89.01;75.71;12.36;-14.94;-4.43
UBS 1 ASA SUL;0002203022;ESB LARANJA;0.0;17.65;0.0;100.0;-100.0;0.0
UBS 02 AGUAS CLARAS;0002064146;ESB 01 - UBS 02 AC;0.0;0.0;12.2;0.0;100.0;100.0
UBS 6 CARIRU PARANOA;0001909584;ESB CARIRU;32.73;26.92;50.0;-17.75;85.74;52.77
UBS 04 SAMAMBAIA;0001923900;ESB 03 - UBS 04 SAM;18.18;27.78;26.32;52.81;-5.26;44.77
UBS 7 CEILANDIA;0002018942;ESB 21;33.33;27.27;45.16;-18.18;65.6;35.49
UBS 02 NUCLEO BANDEIRANTE;0002117711;ESB 01 UBS 02 NB;9.76;3.33;14.81;-65.88;344.74;51.74
UBS 01 ESTRUTURAL;0002117622;ESB 02 UBS 01 ESTRUTURAL;23.33;0.0;8.16;-100.0;100.0;-65.02
UBS 2 CEILANDIA;0002018667;ESB 11;41.18;0.0;14.29;-100.0;100.0;-65.3
UBS 5 CEILANDIA;0002018764;ESB 15;35.29;53.33;36.0;51.12;-32.5;2.01
UBS 1 GAMA;0002256789;1230/66;26.92;50.0;56.36;85.74;12.72;109.36
