RELATÓRIO DE EVOLUÇÃO - Desenvolvimento Infantil
Equipes: eAP, eSF
Competências: ABR/25, AGO/25, DEZ/25

==================================================
RESUMO DAS VARIAÇÕES
==================================================
ABR_25: Média de pontuação = 31.27
AGO_25: Média de pontuação = 28.14
DEZ_25: Média de pontuação = 27.75

% de crescimento entre 2025-04 e 2025-08: -8.37%
% de crescimento entre 2025-08 e 2025-12: 1.63%

Crescimento total médio: -8.41%

==================================================
TOP 5 - MAIOR CRESCIMENTO
==================================================
  EQUIPE CANTINHO DA SAUDE (INE: 0000468401): 100.00%
  ESF 56 - GAMA (INE: 0002507501): 100.00%
  ESF 19 LARANJA - UBS 03 REC (INE: 0000470228): 100.00%
  EQUIPE 5 - LARANJA (INE: 0002515512): 100.00%
  ESF 57 - CEU AZUL (INE: 0002533219): 100.00%

==================================================
TOP 5 - MENOR CRESCIMENTO
==================================================
  0538/21 (INE: 0001668579): -100.00%
  ESF 0339/06 - TABATINGA (INE: 0000469602): -100.00%
  EQUIPE VERDE (INE: 0001796860): -75.00%
  ESF 03 VERDE - UBS 05 TAG (INE: 0001660551): -68.90%
  ESF 0390/47 - ROSA PL (INE: 0001717197): -68.75%


==================================================
DADOS COMPLETOS
==================================================

ESTABELECIMENTO;INE;NOME DA EQUIPE;PONT_ABR_25;PONT_AGO_25;PONT_DEZ_25;VAR_1_2_%;VAR_2_3_%;CRESCIMENTO_TOTAL_%
UBS 5 GAMA;0001618873;0221/37;35.24;29.38;25.64;-16.63;-12.73;-27.24
UBS 10 CEILANDIA;0001600060;EQUIPE 3 - ROSA;35.22;31.11;32.05;-11.67;3.02;-9.0
UBS 4 JARDIM II PARANOA;0000469378;ESF EQ 02 - JARDIM II;32.63;30.0;20.0;-8.06;-33.33;-38.71
UBS 06 SAMAMBAIA;0001487493;ESF 25 AZUL - UBS 06 SAM;31.35;25.71;21.4;-17.99;-16.76;-31.74
UBS 12 CEILANDIA;0000468649;EQUIPE 1 - MARROM;39.33;34.07;32.45;-13.37;-4.75;-17.49
UBS 02 GUARA;0001670492;ESF 06 - UBS 02 GUARA;15.38;19.2;19.35;24.84;0.78;25.81
UBS 1 ASA NORTE;0001670069;EQUIPE AGUA;16.25;16.36;12.0;0.68;-26.65;-26.15
UBS 01 RIACHO FUNDO I;0001800272;ESF 07 - UBS 01 RIACHO FUNDO I;22.11;21.58;18.95;-2.4;-12.19;-14.29
UBS 01 SAMAMBAIA;0000470511;ESF 15 ROXA - UBS 01 SAM;25.81;25.13;24.1;-2.63;-4.1;-6.63
UBS 6 ARAPOANGA PLANALTINA;0000469807;ESF 0363/27 - JOAO-DE-BARRO-PL;21.43;18.46;20.0;-13.86;8.34;-6.67
UBS 7 SANTA MARIA;0001668617;0542/25;28.42;27.09;29.23;-4.68;7.9;2.85
UBS 07 SAMAMBAIA;0001621378;ESF 14 ROSA - UBS 07 SAM;24.62;24.4;23.33;-0.89;-4.39;-5.24
UBS 4 DE SANTA MARIA;0002405377;1239/75;29.0;23.81;27.93;-17.9;17.3;-3.69
UBS 1 LAGO NORTE;0001797956;EQUIPE ONIX;31.3;20.71;16.67;-33.83;-19.51;-46.74
UBS 7 GAMA;0002414864;1241/77;24.0;20.48;20.95;-14.67;2.29;-12.71
UBS 03 TAGUATINGA;0001668897;ESF 04 AMARELA - UBS 03 TAG;42.67;42.67;35.45;0.0;-16.92;-16.92
UBS 1 JARDINS MANGUEIRAL;0002186381;ESF AMETISTA;30.0;18.46;18.67;-38.47;1.14;-37.77
UBS 01 SAMAMBAIA;0001668145;ESF 14 ROSA - UBS 01 SAM;27.92;28.4;31.37;1.72;10.46;12.36
UBS 03 GUARA;0002263327;ESF 07 UBS 03 GUARA;26.5;24.73;22.26;-6.68;-9.99;-16.0
UBS 02 SAMAMBAIA;0000470821;ESF 28 VERMELHA - UBS 02 SAM;32.73;27.06;23.81;-17.32;-12.01;-27.25
UBS 1 ASA SUL;0001796860;EQUIPE VERDE;20.0;10.0;5.0;-50.0;-50.0;-75.0
UBS 14 TABATINGA PLANALTINA;0000469602;ESF 0339/06 - TABATINGA;64.0;80.0;0.0;25.0;-100.0;-100.0
UBS 1 CRUZEIRO;0001670190;EQUIPE BARU;14.29;16.0;16.0;11.97;0.0;11.97
UBS 4 PLANALTINA;0002259214;ESF 2006/51 - VIOLETA - PL;17.89;20.0;19.26;11.79;-3.7;7.66
UBS 05 RIACHO FUNDO II;0000470422;ESF 12 - UBS 5 RF II - CAUB II;38.54;31.36;33.02;-18.63;5.29;-14.32
UBS 1 PARANOA;0001668994;ESF EQ 17 - PRATA;32.2;27.08;21.15;-15.9;-21.9;-34.32
UBS 13 SAMAMBAIA;0001668161;ESF 01 VERDE - UBS 13 SAM;21.43;18.57;14.81;-13.35;-20.25;-30.89
UBS 08 SAMAMBAIA;0000471003;ESF 40 VERDE - UBS 08 SAM;46.67;28.0;37.5;-40.0;33.93;-19.65
UBS 01 ESTRUTURAL;0000469270;ESF 05 - UBS 01 ESTRUTURAL;32.73;32.12;31.58;-1.86;-1.68;-3.51
UBS 2 SANTA MARIA;0001663372;0532/15;36.67;31.11;23.64;-15.16;-24.01;-35.53
UBS 5 PLANALTINA;0000469963;ESF 0354/18 - GAIVOTA - PL;34.29;30.0;31.76;-12.51;5.87;-7.38
UBS 08 RECANTO DAS EMAS SAO FRANCISCO;0000470120;ESF 02 LILAS - UBS 08 REC;32.31;36.0;40.0;11.42;11.11;23.8
UBS 1 SANTA MARIA;0001668579;0538/21;40.0;40.0;0.0;0.0;-100.0;-100.0
UBS 7 CEILANDIA;0001665030;EQUIPE 5 - AMARELA;33.15;32.12;31.92;-3.11;-0.62;-3.71
UBS 01 ESTRUTURAL;0000469289;ESF 04 - UBS 01 ESTRUTURAL;35.22;33.82;35.08;-3.98;3.73;-0.4
UBS 7 CEILANDIA;0001664808;EQUIPE 2 - AZUL;29.32;29.62;27.76;1.02;-6.28;-5.32
UBS 01 ESTRUTURAL;0000469262;ESF 02 - UBS 01 ESTRUTURAL;41.47;34.65;34.94;-16.45;0.84;-15.75
UBS 1 PARANOA;0001642014;ESF EQ 14 - MARROM;32.17;23.75;18.52;-26.17;-22.02;-42.43
UBS 03 TAGUATINGA;0001660527;ESF 02 AZUL - UBS 03 TAG;33.33;32.94;27.83;-1.17;-15.51;-16.5
UBS 10 RECANTO DAS EMAS;0000470139;ESF 04 BRANCA - UBS 10 REC;36.0;32.9;28.95;-8.61;-12.01;-19.58
UBS 1 CEILANDIA;0000468673;EQUIPE 2;32.92;22.27;20.63;-32.35;-7.36;-37.33
UBS 01 RIACHO FUNDO I;0002063441;ESF 03 - UBS 01 RIACHO FUNDO I;40.0;25.58;29.05;-36.05;13.57;-27.38
UBS 1 ASA SUL;0001796801;EQUIPE LARANJA;45.0;33.33;21.82;-25.93;-34.53;-51.51
UBS 9 CEILANDIA;0001664867;EQUIPE 6;32.31;33.5;30.77;3.68;-8.15;-4.77
UBS 8 CEILANDIA;0000468681;EQUIPE 3 - AMARELA;33.62;28.16;28.43;-16.24;0.96;-15.44
UBS 06 TAGUATINGA;0001668218;ESF 05 ROSA - UBS 06 TAG;13.33;5.71;8.0;-57.16;40.11;-39.98
UBS 8 TORRE DE BRAZLANDIA;0001614584;EQUIPE 6;26.67;30.97;29.27;16.12;-5.49;9.75
UBS 5 PLANALTINA;0000469955;ESF 0359/23 - ANDORINHA - PL;24.44;21.82;23.18;-10.72;6.23;-5.16
UBS 02 RECANTO DAS EMAS;0001631225;ESF 07 AZUL - UBS 02 REC;33.06;24.56;18.69;-25.71;-23.9;-43.47
UBS 01 RECANTO DAS EMAS;0001635441;ESF 55 ROSA - UBS 01 REC;36.73;31.36;37.6;-14.62;19.9;2.37
UBS 1 SAO SEBASTIAO;0001669168;EQUIPE 10 - VERMELHA;21.08;17.5;19.43;-16.98;11.03;-7.83
UBS 01 RIACHO FUNDO I;0002235161;ESF 05 UBS 01 RIACHO FUNDO I;25.0;20.41;19.3;-18.36;-5.44;-22.8
UBS 01 VICENTE PIRES;0002347245;ESF 10 PRETA - UBS 01 VP;36.0;27.27;29.23;-24.25;7.19;-18.81
UBS 4 PLANALTINA;0000469939;ESF 0372/36 - BRANCA;28.7;20.98;19.51;-26.9;-7.01;-32.02
UBS 1 ASA SUL;0001796631;EQUIPE LILAS;20.0;28.57;33.33;42.85;16.66;66.65
UBS 01 CANDANGOLANDIA;0000468533;ESF 01 - UBS 01 CANDANGOLANDIA;45.0;35.0;28.72;-22.22;-17.94;-36.18
UBS 6 ARAPOANGA PLANALTINA;0000469793;ESF 0361/25 - FLAMINGO - PL;25.22;21.82;20.39;-13.48;-6.55;-19.15
UBS 2 SOBRADINHO II;0001642243;ESF 0386/10 - LIRIO;27.86;23.78;25.58;-14.64;7.57;-8.18
UBS 2 SANTA MARIA;0002236168;1225/61;29.86;21.74;21.0;-27.19;-3.4;-29.67
UBS 09 SAMAMBAIA;0000470937;ESF 03 LILAS - UBS 09 SAM;31.28;24.0;27.35;-23.27;13.96;-12.56
UBS 01 VICENTE PIRES;0001638947;ESF 01 LARANJA - UBS 01 VP;34.55;31.25;30.0;-9.55;-4.0;-13.17
UBS 02 SAMAMBAIA;0001923757;ESF 32 ROSA - UBS 02 SAM;26.09;23.77;23.56;-8.89;-0.88;-9.7
UBS 13 SAO JOSE PLANALTINA;0000469629;ESF 0338/05 - SAO JOSE;50.27;43.33;47.43;-13.81;9.46;-5.65
UBS 01 VICENTE PIRES;0001805622;ESF 07 LILAS - UBS 01 VP;20.0;20.57;25.64;2.85;24.65;28.2
UBS 05 TAGUATINGA;0000471682;ESF 05 AMARELA - UBS 05 TAG;42.5;40.0;43.53;-5.88;8.83;2.42
UBS 4 GAMA;0002193949;1224/60;30.59;29.58;31.91;-3.3;7.88;4.32
UBS 1 SOBRADINHO;0001623648;ESF 0381/13 - BEM-TE-VI;27.62;30.91;29.6;11.91;-4.24;7.17
UBS 08 RECANTO DAS EMAS SAO FRANCISCO;0000470112;ESF 01 VERDE - UBS 08 REC;27.5;27.5;22.5;0.0;-18.18;-18.18
UBS 01 VICENTE PIRES;0001668080;ESF 05 CINZA - UBS 01 VP;35.71;34.0;28.24;-4.79;-16.94;-20.92
UBS 3 ITAPOA;0001672053;ESF EQ 05;25.16;25.81;25.88;2.58;0.27;2.86
UBS 8 CEILANDIA;0000468754;EQUIPE 5 - VERDE;29.47;24.23;24.57;-17.78;1.4;-16.63
UBS 05 TAGUATINGA;0001660551;ESF 03 VERDE - UBS 05 TAG;30.0;14.0;9.33;-53.33;-33.36;-68.9
UBS 02 TAGUATINGA;0001660489;ESF 04 LARANJA - UBS 02 TAG;32.57;32.0;35.65;-1.75;11.41;9.46
UBS 5 PLANALTINA;0000470031;ESF 0358/22 - CANARIO - PL;23.24;21.79;25.07;-6.24;15.05;7.87
UBS 5 CEILANDIA;0001665146;EQUIPE 5 - VERDE;31.09;28.57;30.21;-8.11;5.74;-2.83
UBS 01 ESTRUTURAL;0000469297;ESF 03 - UBS 01 ESTRUTURAL;35.67;31.64;32.17;-11.3;1.68;-9.81
UBS 2 BRAZLANDIA;0002515512;EQUIPE 5 - LARANJA;0.0;14.29;19.62;100.0;37.3;100.0
UBS 1 CRUZEIRO;0001798022;EQUIPE INGA;32.0;24.0;20.91;-25.0;-12.88;-34.66
UBS 2 GAMA;0001520571;0232/31;41.43;41.9;43.78;1.13;4.49;5.67
UBS 2 SOBRADINHO;0001671286;ESF 0639/22 - ESMERALDA SOB;17.14;8.57;12.0;-50.0;40.02;-29.99
UBS 06 SAMAMBAIA;0002157284;ESF 45 VERDE - UBS 06 SAM;24.85;21.22;20.95;-14.61;-1.27;-15.69
UBS 8 CEILANDIA;0000468703;EQUIPE 2 - LARANJA;30.61;26.23;24.48;-14.31;-6.67;-20.03
UBS 11 CEILANDIA;0002019086;EQUIPE 5 - AMARELA;30.71;25.19;22.11;-17.97;-12.23;-28.0
UBS 01 AGUAS CLARAS;0001621300;ESF 02 LARANJA - UBS 01 AC;34.29;34.09;30.0;-0.58;-12.0;-12.51
UBS 05 TAGUATINGA;0001641883;ESF 01 AZUL - UBS 05 TAG;36.0;17.14;32.73;-52.39;90.96;-9.08
UBS 04 RIACHO FUNDO II;0000470295;ESF 05 - UBS 4 RF II - CAUB I;30.71;28.95;34.07;-5.73;17.69;10.94
UBS 20 PLANALTINA;0001671243;ESF 0389/46 - DELTA;30.67;23.33;27.31;-23.93;17.06;-10.96
UBS 2 SOBRADINHO II;0000471534;ESF 0599/08 - BEM-ME-QUER;33.33;32.9;32.86;-1.29;-0.12;-1.41
UBS 11 CEILANDIA;0002313936;EQUIPE 6 - VERDE;28.42;25.71;29.3;-9.54;13.96;3.1
UBS 11 SAMAMBAIA;0001474170;ESF 47 LARANJA - UBS 11 SAM;24.78;27.08;25.66;9.28;-5.24;3.55
UBS 1 SOBRADINHO;0001642251;ESF 0618/17 - CORUJA;35.29;25.83;18.67;-26.81;-27.72;-47.1
UBS 2 QUADRA 18 PARANOA;0000469459;ESF EQ 05 - QUADRA 18;31.3;30.39;26.91;-2.91;-11.45;-14.03
UBS 1 ASA SUL;0001797042;EQUIPE VERMELHA;29.47;28.89;17.65;-1.97;-38.91;-40.11
UBS 05 TAGUATINGA;0001660578;ESF 04 VERMELHA - UBS 05 TAG;35.0;36.47;34.33;4.2;-5.87;-1.91
UBS 01 AGUAS CLARAS;0001638912;ESF 06 ROSA - UBS 01 AC;36.76;32.92;33.42;-10.45;1.52;-9.09
UBS 05 RECANTO DAS EMAS;0000470163;ESF 05 AMARELA- UBS 05 REC;30.48;24.72;22.82;-18.9;-7.69;-25.13
UBS 2 CRUZEIRO;0001670212;EQUIPE GIRASSOL;41.25;41.33;34.0;0.19;-17.74;-17.58
UBS 8 PADDF PARANOA;0000469394;ESF EQ 01 - PAD-DF;42.78;46.11;45.14;7.78;-2.1;5.52
UBS 3 ASA NORTE VILA PLANALTO;0001797638;EQUIPE IPE BRANCO;44.29;34.19;30.63;-22.8;-10.41;-30.84
UBS 2 SOBRADINHO;0001671251;ESF 0637/20 - AMETISTA;15.0;23.75;20.0;58.33;-15.79;33.33
UBS 07 SAMAMBAIA;0000470562;ESF 41 AMARELA - UBS 07 SAM;24.65;23.18;23.83;-5.96;2.8;-3.33
UBS 8 VALE DO AMANHECER PLANALTINA;0000469858;ESF 0349/13 - SOL;40.0;30.53;40.0;-23.67;31.02;0.0
UBS 01 RIACHO FUNDO I;0002063468;ESF 06 - UBS 01 RIACHO FUNDO I;38.13;31.61;21.18;-17.1;-33.0;-44.45
UBS 1 SAO SEBASTIAO;0002396211;DOURADA;30.24;22.79;21.9;-24.64;-3.91;-27.58
UBS 07 SAMAMBAIA;0002188317;ESF 52 VINHO - UBS 07 SAM;28.62;25.48;24.83;-10.97;-2.55;-13.24
UBS 6 CEILANDIA;0001665014;EQUIPE 4 - JASMIN;36.59;33.33;31.0;-8.91;-6.99;-15.28
UBS 01 RECANTO DAS EMAS;0001563300;ESF 25 AZUL - UBS 01 REC;25.88;22.22;28.14;-14.14;26.64;8.73
UBS 10 RECANTO DAS EMAS;0001471953;ESF 05 VERMELHA - UBS 10 REC;42.61;37.89;34.78;-11.08;-8.21;-18.38
UBS 03 SAMAMBAIA;0000470694;ESF 07 ROSA - UBS 03 SAM;37.39;35.81;31.67;-4.23;-11.56;-15.3
UBS 2 CEILANDIA;0001664883;EQUIPE 5 - AMARELA;24.29;23.13;25.6;-4.78;10.68;5.39
UBS 10 TAQUARA PLANALTINA;0000469742;ESF 0335/02 - TAQUARA;29.14;28.48;25.41;-2.26;-10.78;-12.8
UBS 2 ASA NORTE;0001670123;EQUIPE LILAS;15.45;20.69;21.25;33.92;2.71;37.54
UBS 4 GAMA;0001619071;0222/35;33.71;36.47;37.42;8.19;2.6;11.01
UBS 1 ASA SUL;0001796739;EQUIPE AMARELA;16.0;21.54;20.0;34.62;-7.15;25.0
UBS 03 SAMAMBAIA;0000470686;ESF 10 LILAS - UBS 03 SAM;32.0;26.36;26.15;-17.62;-0.8;-18.28
UBS 3 ITAPOA;0001634399;ESF EQ 03;29.21;29.21;30.84;0.0;5.58;5.58
UBS 2 SANTA MARIA;0001668609;0541/24;26.93;21.76;24.12;-19.2;10.85;-10.43
UBS 2 SOBRADINHO;0001671278;ESF 0638/21 - JADE;17.27;19.35;19.26;12.04;-0.47;11.52
UBS 1 PARANOA;0001642227;ESF EQ 16 - LARANJA;38.33;33.14;31.52;-13.54;-4.89;-17.77
UBS 03 RECANTO DAS EMAS;0000470236;ESF 23 ROSA - UBS 03 REC;23.33;20.29;22.46;-13.03;10.69;-3.73
UBS 16 PIPIRIPAU PLANALTINA;0000469610;ESF 0341/08 - PIPIRIPAU;40.53;36.84;36.28;-9.1;-1.52;-10.49
UBS 01 TAGUATINGA;0001918575;ESF 05 LARANJA - UBS 01 TAG;23.27;22.59;26.32;-2.92;16.51;13.11
UBS 2 GAMA;0000469106;0250/29;34.15;38.38;36.89;12.39;-3.88;8.02
UBS 01 TAGUATINGA;0001641972;ESF 02 VIOLETA - UBS 01 TAG;29.14;28.6;29.43;-1.85;2.9;1.0
UBS 01 SAMAMBAIA;0000470848;ESF 18 AMARELA - UBS 01 SAM;36.67;25.45;20.0;-30.6;-21.41;-45.46
UBS 2 ASA NORTE;0001670131;EQUIPE VERMELHA;24.91;20.65;19.01;-17.1;-7.94;-23.69
UBS 01 SAMAMBAIA;0001717588;ESF 12 VERMELHA - UBS 01 SAM;26.42;28.73;33.9;8.74;18.0;28.31
UBS 3 NOVA COLINA SOBRADINHO;0000471569;ESF 0595/04-ANGELIM-DO-CERRADO;30.91;29.45;33.68;-4.72;14.36;8.96
UBS 6 SANTA MARIA;0000471143;0522/05;31.39;30.81;32.11;-1.85;4.22;2.29
UBS 4 PLANALTINA;0000469904;ESF 0369/33 - AZUL;20.63;19.52;21.86;-5.38;11.99;5.96
UBS 5 SANTA MARIA;0000471127;0521/04;41.39;41.89;41.71;1.21;-0.43;0.77
UBS 4 MORRO AZUL SAO SEBASTIAO;0000471348;ESF EQ 13 - MORRO AZUL;31.89;31.0;29.8;-2.79;-3.87;-6.55
UBS 9 RESIDENCIAL DO BOSQUE 1 SAO SEBASTIAO;0000471410;ESF EQ 21 - BOSQUE 1;30.87;27.95;25.93;-9.46;-7.23;-16.0
UBS 12 SAMAMBAIA;0000470597;ESF 22 AMARELA - UBS 12 SAM;34.81;34.4;31.33;-1.18;-8.92;-10.0
UBS 1 ASA NORTE;0001670077;EQUIPE SOL;34.29;30.59;29.52;-10.79;-3.5;-13.91
UBS 1 SANTA MARIA;0000471062;0523/06;25.29;20.95;22.5;-17.16;7.4;-11.03
UBS 01 GUARA;0002063492;ESF 06 - UBS 01 GUARA;24.0;20.95;20.47;-12.71;-2.29;-14.71
UBS 2 ASA NORTE;0001670115;EQUIPE AZUL;18.71;15.76;18.14;-15.77;15.1;-3.05
UBS 8 VALE DO AMANHECER PLANALTINA;0000469823;ESF 0350/14 - LUA;33.33;30.29;33.89;-9.12;11.89;1.68
UBS 03 RIACHO FUNDO II;0000470287;ESF 08 - UBS 3 RIACHO FUNDO II;35.38;37.58;41.63;6.22;10.78;17.67
UBS 2 SANTA MARIA;0000471054;0524/07;27.83;28.33;25.22;1.8;-10.98;-9.38
UBS 2 PLANALTINA;0001671227;ESF 0387/44 - DALIA;32.94;32.31;28.97;-1.91;-10.34;-12.05
UBS 07 TAGUATINGA;0001656759;ESF 02 VERMELHA - UBS 07 TAG;31.3;26.53;24.8;-15.24;-6.52;-20.77
UBS 01 GUARA;0002176009;ESF 07 UBS 01 GUARA;26.11;23.4;27.12;-10.38;15.9;3.87
UBS 9 SANTA MARIA;0001668560;0537/20;45.56;39.05;29.74;-14.29;-23.84;-34.72
UBS 1 VARJAO;0002493241;EQUIPE ESPERANCA;46.25;38.33;33.5;-17.12;-12.6;-27.57
UBS 05 RECANTO DAS EMAS;0000470198;ESF 07 LARANJA - UBS 05 REC;32.8;31.11;27.22;-5.15;-12.5;-17.01
UBS 6 ALMECEGAS BRAZLANDIA;0000468436;EQUIPE 4;51.43;28.0;26.67;-45.56;-4.75;-48.14
UBS 4 GAMA;0000468975;0207/05;43.53;38.67;38.4;-11.16;-0.7;-11.78
UBS 11 SAMAMBAIA;0001474189;ESF 46 AMARELA - UBS 11 SAM;30.37;28.15;32.22;-7.31;14.46;6.09
UBS 5 NOVA BETANIA SAO SEBASTIAO;0000471194;ESF EQ 01 - NOVA BETANIA;37.27;35.29;35.79;-5.31;1.42;-3.97
UBS 1 SAO SEBASTIAO;0000471186;EQUIPE 20 - BRANCA;22.11;20.0;19.56;-9.54;-2.2;-11.53
UBS 02 SAMAMBAIA;0000470864;ESF 30 VERDE - UBS 02 SAM;24.0;24.29;16.36;1.21;-32.65;-31.83
UBS 2 SANTA MARIA;0001681532;0545/11;28.85;29.33;27.58;1.66;-5.97;-4.4
UBS 1 ASA NORTE;0001670107;EQUIPE FOGO;36.84;21.67;17.04;-41.18;-21.37;-53.75
UBS 10 CEILANDIA;0001635255;EQUIPE 5 - CINZA;33.77;33.75;28.68;-0.06;-15.02;-15.07
UBS 3 VEREDAS I BRAZLANDIA;0000468460;EQUIPE 1;34.36;28.66;29.71;-16.59;3.66;-13.53
UBS 03 GUARA;0002063433;ESF 05 - UBS 03 GUARA;22.4;22.29;26.67;-0.49;19.65;19.06
UBS 1 SANTA MARIA;0001668528;0533/16;36.88;28.84;24.55;-21.8;-14.88;-33.43
UBS 16 CEILANDIA;0000468770;EQUIPE 1 - ROXA;30.36;29.9;31.28;-1.52;4.62;3.03
UBS 01 VICENTE PIRES;0001805568;ESF 06 AMARELA - UBS 01 VP;25.31;23.67;23.28;-6.48;-1.65;-8.02
UBS 02 RIACHO FUNDO I;0000470252;ESF 01 - UBS 2 RIACHO FUNDO I;38.24;44.38;44.0;16.06;-0.86;15.06
UBS 1 PARANOA;0001642006;ESF EQ 13 - LILAS;29.09;18.0;19.09;-38.12;6.06;-34.38
UBS 01 AGUAS CLARAS;0001621327;ESF 05 AMARELA - UBS 01 AC;31.3;31.36;30.2;0.19;-3.7;-3.51
UBS 4 PLANALTINA;0000469912;ESF 0370/34 - LILAS;40.95;36.67;29.0;-10.45;-20.92;-29.18
UBS 01 RIACHO FUNDO II;0002322374;ESF 18 UBS 01 RIACHO FUNDO II;27.03;30.8;31.03;13.95;0.75;14.8
UBS 12 SAO JOSE SAO SEBASTIAO;0000471313;ESF EQ 17 - SAO JOSE;29.8;24.13;21.13;-19.03;-12.43;-29.09
UBS 02 SAMAMBAIA;0000470775;ESF 29 LILAS - UBS 02 SAM;18.1;22.17;19.57;22.49;-11.73;8.12
UBS 1 CEILANDIA;0001555642;EQUIPE 4;31.33;26.34;25.49;-15.93;-3.23;-18.64
UBS 2 CATINGUEIRO FERCAL;0000471550;ESF 0613/03 - AROEIRA;35.69;28.15;31.53;-21.13;12.01;-11.66
UBS 3 PARANOA PARQUE;0001669087;ESF EQ 23 - PEQUI;37.5;38.82;40.67;3.52;4.77;8.45
UBS 11 RAJADINHA PLANALTINA;0000469599;ESF 0336/03 - RAJADINHA;41.11;40.0;48.57;-2.7;21.42;18.15
UBS 02 GUARA;0001670506;ESF 07 - UBS 02 GUARA;30.0;25.0;28.57;-16.67;14.28;-4.77
UBS 1 BRAZLANDIA;0002235218;EQUIPE 5 - ROXA;29.15;30.51;28.75;4.67;-5.77;-1.37
UBS 6 CEILANDIA;0001665006;EQUIPE 2 - TULIPA;23.92;25.71;22.61;7.48;-12.06;-5.48
UBS 13 GAMA CASA GRANDE;0000470104;1233/69;24.83;21.85;23.57;-12.0;7.87;-5.07
UBS 04 SAMAMBAIA;0001623257;ESF 52 ROXA - UBS 04 SAM;46.67;32.73;31.11;-29.87;-4.95;-33.34
UBS 02 NUCLEO BANDEIRANTE;0001554263;ESF 01 - UBS 2 NB - METRO;39.38;28.0;27.03;-28.9;-3.46;-31.36
UBS 2 SOBRADINHO II;0001642049;ESF 0384/07 - GIRASSOL;34.44;34.67;37.78;0.67;8.97;9.7
UBS 7 CEILANDIA;0001664824;EQUIPE 3 - VERMELHA;30.88;26.67;19.12;-13.63;-28.31;-38.08
UBS 3 RESIDENCIAL OESTE SAO SEBASTIAO;0000471364;ESF EQ 12 - OESTE 2;52.41;40.0;33.33;-23.68;-16.68;-36.41
UBS 2 BRAZLANDIA;0000468509;EQUIPE 1 - AZUL;32.5;30.85;25.1;-5.08;-18.64;-22.77
UBS 2 SOBRADINHO;0001717111;ESF 0640/23 - RUBI;22.96;20.0;20.0;-12.89;0.0;-12.89
UBS 02 TAGUATINGA;0001660497;ESF 05 VERDE - UBS 02 TAG;36.0;31.58;28.57;-12.28;-9.53;-20.64
UBS 3 ASA NORTE VILA PLANALTO;0001642278;EQUIPE IPE ROSA;41.18;28.0;33.0;-32.01;17.86;-19.86
UBS 1 ASA NORTE;0001797301;EQUIPE AR;20.0;22.86;20.83;14.3;-8.88;4.15
UBS 2 ASA NORTE;0001797395;EQUIPE AMARELA;24.67;17.78;23.13;-27.93;30.09;-6.24
UBS 2 T R E SAO SEBASTIAO;0002458152;ESF ITAIPU;18.1;22.44;25.0;23.98;11.41;38.12
UBS 5 PLANALTINA;0000469998;ESF 0355/19 - BEIJA-FLOR - PL;29.09;29.17;27.2;0.28;-6.75;-6.5
UBS 7 INCRA 08 BRAZLANDIA;0000468444;EQUIPE 5;31.36;32.61;36.27;3.99;11.22;15.66
UBS 3 PARANOA PARQUE;0001669001;ESF EQ 18 - BURITI;35.5;36.84;31.35;3.77;-14.9;-11.69
UBS 6 VALE DAS ACACIAS SOBRADINHO II;0000471674;ESF 0616/06 -VALE DAS ACACIAS;34.05;30.59;34.55;-10.16;12.95;1.47
UBS 2 SOBRADINHO;0000471518;ESF 0609/11 - SAFIRA;24.62;20.91;23.23;-15.07;11.1;-5.65
UBS 2 ITAPOA;0000469432;ESF EQUIPE 01;36.49;32.65;32.0;-10.52;-1.99;-12.3
UBS 3 CEILANDIA;0001664956;EQUIPE 5 - ROSA;23.56;23.26;25.31;-1.27;8.81;7.43
UBS 01 SAMAMBAIA;0000470805;ESF 19 AZUL - UBS 01 SAM;25.26;20.0;17.78;-20.82;-11.1;-29.61
UBS 7 GAMA;0000469114;0249/28;38.05;35.74;27.17;-6.07;-23.98;-28.59
UBS 15 CEILANDIA;0000468800;EQUIPE 5 - VERDE;25.0;20.0;20.32;-20.0;1.6;-18.72
UBS 11 CEILANDIA;0001665111;EQUIPE 4 - AZUL;26.67;23.75;21.33;-10.95;-10.19;-20.02
UBS 8 CEILANDIA;0000468614;EQUIPE 1 - AZUL;33.17;27.37;28.89;-17.49;5.55;-12.9
UBS 4 PLANALTINA;0001717197;ESF 0390/47 - ROSA PL;60.0;16.0;18.75;-73.33;17.19;-68.75
UBS 1 ASA SUL;0001797174;EQUIPE AZUL;16.67;24.0;22.5;43.97;-6.25;34.97
UBS 4 PLANALTINA;0000469874;ESF 0371/35 - AMARELA;28.65;24.09;25.65;-15.92;6.48;-10.47
UBS 13 SAMAMBAIA;0001668129;ESF 03 AZUL - UBS 13 SAM;34.29;32.5;26.67;-5.22;-17.94;-22.22
UBS 4 PLANALTINA;0000469882;ESF 0366/30 - VERDE;23.53;26.67;26.52;13.34;-0.56;12.71
UBS 1 SANTA MARIA;0001668552;0536/19;23.75;23.92;20.0;0.72;-16.39;-15.79
UBS 04 RECANTO DAS EMAS;0000470082;ESF 16 LARANJA - UBS 04 REC;32.77;32.0;33.88;-2.35;5.88;3.39
UBS 5 PLANALTINA;0001717200;ESF 2000/48 - ROUXINOL;22.5;20.95;27.14;-6.89;29.55;20.62
