RELATÓRIO DE EVOLUÇÃO - Gestão e Puorpério
Equipes: eAP, eSF
Competências: ABR/25, AGO/25, DEZ/25

==================================================
RESUMO DAS VARIAÇÕES
==================================================
ABR_25: Média de pontuação = 34.34
AGO_25: Média de pontuação = 34.72
DEZ_25: Média de pontuação = 35.04

% de crescimento entre 2025-04 e 2025-08: 3.37%
% de crescimento entre 2025-08 e 2025-12: 4.00%

Crescimento total médio: 5.29%

==================================================
TOP 5 - MAIOR CRESCIMENTO
==================================================
  ESF 0622/12 - MARROM (INE: 0001671367): 223.30%
  ESF 45 VERDE - UBS 06 SAM (INE: 0002157284): 160.81%
  ESF 10 PRETA - UBS 01 VP (INE: 0002347245): 136.58%
  EQUIPE LIRIO (INE: 0001670239): 117.29%
  ESF 28 BRANCA - UBS 11 REC (INE: 0001659804): 108.58%

==================================================
TOP 5 - MENOR CRESCIMENTO
==================================================
  ESF 0339/06 - TABATINGA (INE: 0000469602): -56.52%
  ESF 22 AMARELA - UBS 12 SAM (INE: 0000470597): -52.98%
  EQUIPE VERDE (INE: 0001796860): -47.85%
  ESF 0347/12 - ORQUIDEA (INE: 0000469580): -46.63%
  ESF 03 - UBS 02 GUARA (INE: 0001670476): -46.48%


==================================================
DADOS COMPLETOS
==================================================

ESTABELECIMENTO;INE;NOME DA EQUIPE;PONT_ABR_25;PONT_AGO_25;PONT_DEZ_25;VAR_1_2_%;VAR_2_3_%;CRESCIMENTO_TOTAL_%
UBS 05 RIACHO FUNDO II;0000470422;ESF 12 - UBS 5 RF II - CAUB II;38.53;35.1;35.25;-8.9;0.43;-8.51
UBS 1 PARANOA;0001668994;ESF EQ 17 - PRATA;26.04;34.54;22.16;32.64;-35.84;-14.9
UBS 13 SAMAMBAIA;0001668161;ESF 01 VERDE - UBS 13 SAM;29.0;36.67;25.59;26.45;-30.22;-11.76
UBS 08 SAMAMBAIA;0000471003;ESF 40 VERDE - UBS 08 SAM;26.67;32.78;40.3;22.91;22.94;51.11
UBS 01 ESTRUTURAL;0000469270;ESF 05 - UBS 01 ESTRUTURAL;37.19;32.56;41.41;-12.45;27.18;11.35
UBS 2 SANTA MARIA;0001663372;0532/15;27.72;28.95;36.33;4.44;25.49;31.06
UBS 5 PLANALTINA;0000469963;ESF 0354/18 - GAIVOTA - PL;40.09;33.12;30.89;-17.39;-6.73;-22.95
UBS 08 RECANTO DAS EMAS SAO FRANCISCO;0000470120;ESF 02 LILAS - UBS 08 REC;14.0;21.67;18.0;54.79;-16.94;28.57
UBS 1 SANTA MARIA;0001668579;0538/21;56.8;37.0;44.64;-34.86;20.65;-21.41
UBS 7 CEILANDIA;0001665030;EQUIPE 5 - AMARELA;36.84;34.09;39.13;-7.46;14.78;6.22
UBS 01 ESTRUTURAL;0000469289;ESF 04 - UBS 01 ESTRUTURAL;45.33;45.24;34.28;-0.2;-24.23;-24.38
UBS 7 CEILANDIA;0001664808;EQUIPE 2 - AZUL;36.19;31.69;33.18;-12.43;4.7;-8.32
UBS 01 ESTRUTURAL;0000469262;ESF 02 - UBS 01 ESTRUTURAL;37.57;40.18;42.71;6.95;6.3;13.68
UBS 1 PARANOA;0001642014;ESF EQ 14 - MARROM;33.89;37.31;29.27;10.09;-21.55;-13.63
UBS 03 TAGUATINGA;0001660527;ESF 02 AZUL - UBS 03 TAG;33.2;41.16;50.21;23.98;21.99;51.23
UBS 10 RECANTO DAS EMAS;0000470139;ESF 04 BRANCA - UBS 10 REC;31.39;34.89;28.44;11.15;-18.49;-9.4
UBS 1 CEILANDIA;0000468673;EQUIPE 2;30.52;33.04;28.87;8.26;-12.62;-5.41
UBS 01 RIACHO FUNDO I;0002063441;ESF 03 - UBS 01 RIACHO FUNDO I;31.0;36.38;42.64;17.35;17.21;37.55
UBS 1 ASA SUL;0001796801;EQUIPE LARANJA;32.0;31.0;27.83;-3.12;-10.23;-13.03
UBS 9 CEILANDIA;0001664867;EQUIPE 6;31.63;40.56;47.7;28.23;17.6;50.81
UBS 8 CEILANDIA;0000468681;EQUIPE 3 - AMARELA;35.68;40.43;38.03;13.31;-5.94;6.59
UBS 06 TAGUATINGA;0001668218;ESF 05 ROSA - UBS 06 TAG;22.0;28.6;31.07;30.0;8.64;41.23
UBS 8 TORRE DE BRAZLANDIA;0001614584;EQUIPE 6;38.31;38.04;49.81;-0.7;30.94;30.02
UBS 5 PLANALTINA;0000469955;ESF 0359/23 - ANDORINHA - PL;19.16;23.0;22.13;20.04;-3.78;15.5
UBS 02 RECANTO DAS EMAS;0001631225;ESF 07 AZUL - UBS 02 REC;29.13;28.89;28.56;-0.82;-1.14;-1.96
UBS 01 RECANTO DAS EMAS;0001635441;ESF 55 ROSA - UBS 01 REC;47.09;26.08;29.1;-44.62;11.58;-38.2
UBS 1 SAO SEBASTIAO;0001669168;EQUIPE 10 - VERMELHA;33.61;36.03;36.68;7.2;1.8;9.13
UBS 01 RIACHO FUNDO I;0002235161;ESF 05 UBS 01 RIACHO FUNDO I;28.17;36.18;38.87;28.43;7.44;37.98
UBS 01 VICENTE PIRES;0002347245;ESF 10 PRETA - UBS 01 VP;18.67;30.67;44.17;64.27;44.02;136.58
UBS 4 PLANALTINA;0000469939;ESF 0372/36 - BRANCA;26.85;32.65;23.89;21.6;-26.83;-11.02
UBS 1 ASA SUL;0001796631;EQUIPE LILAS;21.17;10.0;19.0;-52.76;90.0;-10.25
UBS 01 CANDANGOLANDIA;0000468533;ESF 01 - UBS 01 CANDANGOLANDIA;42.59;47.0;43.17;10.35;-8.15;1.36
UBS 6 ARAPOANGA PLANALTINA;0000469793;ESF 0361/25 - FLAMINGO - PL;40.46;41.15;30.89;1.71;-24.93;-23.65
UBS 2 SOBRADINHO II;0001642243;ESF 0386/10 - LIRIO;38.94;38.65;40.76;-0.74;5.46;4.67
UBS 2 SANTA MARIA;0002236168;1225/61;29.13;31.56;31.16;8.34;-1.27;6.97
UBS 09 SAMAMBAIA;0000470937;ESF 03 LILAS - UBS 09 SAM;41.39;36.76;31.71;-11.19;-13.74;-23.39
UBS 01 VICENTE PIRES;0001638947;ESF 01 LARANJA - UBS 01 VP;29.17;16.63;28.74;-42.99;72.82;-1.47
UBS 02 SAMAMBAIA;0001923757;ESF 32 ROSA - UBS 02 SAM;34.78;37.5;34.67;7.82;-7.55;-0.32
UBS 13 SAO JOSE PLANALTINA;0000469629;ESF 0338/05 - SAO JOSE;30.83;39.69;57.33;28.74;44.44;85.96
UBS 01 VICENTE PIRES;0001805622;ESF 07 LILAS - UBS 01 VP;38.72;35.56;39.63;-8.16;11.45;2.35
UBS 05 TAGUATINGA;0000471682;ESF 05 AMARELA - UBS 05 TAG;38.25;48.19;33.4;25.99;-30.69;-12.68
UBS 4 GAMA;0002193949;1224/60;47.32;42.1;38.6;-11.03;-8.31;-18.43
UBS 1 SOBRADINHO;0001623648;ESF 0381/13 - BEM-TE-VI;25.8;39.56;32.86;53.33;-16.94;27.36
UBS 08 RECANTO DAS EMAS SAO FRANCISCO;0000470112;ESF 01 VERDE - UBS 08 REC;0.0;0.0;0.0;0.0;0.0;0.0
UBS 01 VICENTE PIRES;0001668080;ESF 05 CINZA - UBS 01 VP;38.0;37.69;33.38;-0.82;-11.44;-12.16
UBS 3 ITAPOA;0001672053;ESF EQ 05;35.63;39.0;36.08;9.46;-7.49;1.26
UBS 8 CEILANDIA;0000468754;EQUIPE 5 - VERDE;36.24;36.28;32.81;0.11;-9.56;-9.46
UBS 05 TAGUATINGA;0001660551;ESF 03 VERDE - UBS 05 TAG;21.67;30.3;24.2;39.82;-20.13;11.68
UBS 02 TAGUATINGA;0001660489;ESF 04 LARANJA - UBS 02 TAG;34.17;30.63;35.05;-10.36;14.43;2.58
UBS 5 PLANALTINA;0000470031;ESF 0358/22 - CANARIO - PL;36.81;32.43;34.18;-11.9;5.4;-7.14
UBS 5 CEILANDIA;0001665146;EQUIPE 5 - VERDE;46.09;34.23;41.55;-25.73;21.38;-9.85
UBS 01 ESTRUTURAL;0000469297;ESF 03 - UBS 01 ESTRUTURAL;41.0;45.53;32.45;11.05;-28.73;-20.85
UBS 2 BRAZLANDIA;0002515512;EQUIPE 5 - LARANJA;0.0;42.4;38.18;100.0;-9.95;100.0
UBS 1 CRUZEIRO;0001798022;EQUIPE INGA;27.57;29.78;18.7;8.02;-37.21;-32.17
UBS 2 GAMA;0001520571;0232/31;39.0;42.38;34.15;8.67;-19.42;-12.44
UBS 2 SOBRADINHO;0001671286;ESF 0639/22 - ESMERALDA SOB;23.0;38.5;26.33;67.39;-31.61;14.48
UBS 06 SAMAMBAIA;0002157284;ESF 45 VERDE - UBS 06 SAM;19.47;30.89;50.78;58.65;64.39;160.81
UBS 8 CEILANDIA;0000468703;EQUIPE 2 - LARANJA;31.06;37.09;36.83;19.41;-0.7;18.58
UBS 11 CEILANDIA;0002019086;EQUIPE 5 - AMARELA;36.91;32.21;30.33;-12.73;-5.84;-17.83
UBS 01 AGUAS CLARAS;0001621300;ESF 02 LARANJA - UBS 01 AC;31.59;35.08;44.37;11.05;26.48;40.46
UBS 05 TAGUATINGA;0001641883;ESF 01 AZUL - UBS 05 TAG;37.0;26.0;34.13;-29.73;31.27;-7.76
UBS 04 RIACHO FUNDO II;0000470295;ESF 05 - UBS 4 RF II - CAUB I;34.78;40.85;44.68;17.45;9.38;28.46
UBS 20 PLANALTINA;0001671243;ESF 0389/46 - DELTA;28.55;25.96;33.21;-9.07;27.93;16.32
UBS 2 SOBRADINHO II;0000471534;ESF 0599/08 - BEM-ME-QUER;44.22;42.76;33.06;-3.3;-22.68;-25.24
UBS 11 CEILANDIA;0002313936;EQUIPE 6 - VERDE;43.0;39.11;34.69;-9.05;-11.3;-19.33
UBS 11 SAMAMBAIA;0001474170;ESF 47 LARANJA - UBS 11 SAM;31.45;25.57;31.26;-18.7;22.25;-0.6
UBS 1 SOBRADINHO;0001642251;ESF 0618/17 - CORUJA;37.4;31.85;42.3;-14.84;32.81;13.1
UBS 2 QUADRA 18 PARANOA;0000469459;ESF EQ 05 - QUADRA 18;32.37;38.74;36.87;19.68;-4.83;13.9
UBS 1 ASA SUL;0001797042;EQUIPE VERMELHA;27.67;20.0;15.5;-27.72;-22.5;-43.98
UBS 05 TAGUATINGA;0001660578;ESF 04 VERMELHA - UBS 05 TAG;36.52;38.94;47.21;6.63;21.24;29.27
UBS 01 AGUAS CLARAS;0001638912;ESF 06 ROSA - UBS 01 AC;37.45;38.68;39.27;3.28;1.53;4.86
UBS 05 RECANTO DAS EMAS;0000470163;ESF 05 AMARELA- UBS 05 REC;26.03;26.31;24.93;1.08;-5.25;-4.23
UBS 2 CRUZEIRO;0001670212;EQUIPE GIRASSOL;43.5;46.0;44.81;5.75;-2.59;3.01
UBS 8 PADDF PARANOA;0000469394;ESF EQ 01 - PAD-DF;36.93;31.69;34.72;-14.19;9.56;-5.98
UBS 3 ASA NORTE VILA PLANALTO;0001797638;EQUIPE IPE BRANCO;41.14;46.41;37.75;12.81;-18.66;-8.24
UBS 2 SOBRADINHO;0001671251;ESF 0637/20 - AMETISTA;30.0;22.78;45.0;-24.07;97.54;50.0
UBS 07 SAMAMBAIA;0000470562;ESF 41 AMARELA - UBS 07 SAM;33.92;31.92;37.26;-5.9;16.73;9.85
UBS 8 VALE DO AMANHECER PLANALTINA;0000469858;ESF 0349/13 - SOL;32.3;42.04;37.73;30.15;-10.25;16.81
UBS 01 RIACHO FUNDO I;0002063468;ESF 06 - UBS 01 RIACHO FUNDO I;36.81;37.26;31.0;1.22;-16.8;-15.78
UBS 1 SAO SEBASTIAO;0002396211;DOURADA;39.36;41.51;34.92;5.46;-15.88;-11.28
UBS 07 SAMAMBAIA;0002188317;ESF 52 VINHO - UBS 07 SAM;24.14;37.33;27.56;54.64;-26.17;14.17
UBS 6 CEILANDIA;0001665014;EQUIPE 4 - JASMIN;44.08;45.83;41.69;3.97;-9.03;-5.42
UBS 01 RECANTO DAS EMAS;0001563300;ESF 25 AZUL - UBS 01 REC;30.68;29.33;34.24;-4.4;16.74;11.6
UBS 10 RECANTO DAS EMAS;0001471953;ESF 05 VERMELHA - UBS 10 REC;26.8;12.83;30.25;-52.13;135.78;12.87
UBS 03 SAMAMBAIA;0000470694;ESF 07 ROSA - UBS 03 SAM;38.17;40.73;38.28;6.71;-6.02;0.29
UBS 2 CEILANDIA;0001664883;EQUIPE 5 - AMARELA;30.48;33.55;39.08;10.07;16.48;28.22
UBS 10 TAQUARA PLANALTINA;0000469742;ESF 0335/02 - TAQUARA;37.58;28.12;27.04;-25.17;-3.84;-28.05
UBS 2 ASA NORTE;0001670123;EQUIPE LILAS;29.13;30.68;37.72;5.32;22.95;29.49
UBS 4 GAMA;0001619071;0222/35;33.68;42.64;37.0;26.6;-13.23;9.86
UBS 1 ASA SUL;0001796739;EQUIPE AMARELA;46.0;58.0;27.0;26.09;-53.45;-41.3
UBS 03 SAMAMBAIA;0000470686;ESF 10 LILAS - UBS 03 SAM;44.33;43.65;34.71;-1.53;-20.48;-21.7
UBS 3 ITAPOA;0001634399;ESF EQ 03;43.48;40.57;40.35;-6.69;-0.54;-7.2
UBS 2 SANTA MARIA;0001668609;0541/24;26.17;37.1;39.91;41.77;7.57;52.5
UBS 2 SOBRADINHO;0001671278;ESF 0638/21 - JADE;31.68;36.44;30.27;15.03;-16.93;-4.45
UBS 1 PARANOA;0001642227;ESF EQ 16 - LARANJA;30.32;22.74;27.48;-25.0;20.84;-9.37
UBS 03 RECANTO DAS EMAS;0000470236;ESF 23 ROSA - UBS 03 REC;41.09;31.86;28.27;-22.46;-11.27;-31.2
UBS 16 PIPIRIPAU PLANALTINA;0000469610;ESF 0341/08 - PIPIRIPAU;42.17;34.89;32.77;-17.26;-6.08;-22.29
UBS 01 TAGUATINGA;0001918575;ESF 05 LARANJA - UBS 01 TAG;29.32;31.68;21.86;8.05;-31.0;-25.44
UBS 2 GAMA;0000469106;0250/29;45.86;49.4;34.33;7.72;-30.51;-25.14
UBS 01 TAGUATINGA;0001641972;ESF 02 VIOLETA - UBS 01 TAG;37.33;37.31;38.52;-0.05;3.24;3.19
UBS 01 SAMAMBAIA;0000470848;ESF 18 AMARELA - UBS 01 SAM;33.67;32.47;48.93;-3.56;50.69;45.32
UBS 2 ASA NORTE;0001670131;EQUIPE VERMELHA;34.7;34.93;38.74;0.66;10.91;11.64
UBS 01 SAMAMBAIA;0001717588;ESF 12 VERMELHA - UBS 01 SAM;22.89;34.49;30.91;50.68;-10.38;35.04
UBS 3 NOVA COLINA SOBRADINHO;0000471569;ESF 0595/04-ANGELIM-DO-CERRADO;33.24;30.53;33.05;-8.15;8.25;-0.57
UBS 6 SANTA MARIA;0000471143;0522/05;35.73;32.49;30.09;-9.07;-7.39;-15.79
UBS 4 PLANALTINA;0000469904;ESF 0369/33 - AZUL;29.55;28.13;29.1;-4.81;3.45;-1.52
UBS 5 SANTA MARIA;0000471127;0521/04;47.09;41.71;27.86;-11.42;-33.21;-40.84
UBS 4 MORRO AZUL SAO SEBASTIAO;0000471348;ESF EQ 13 - MORRO AZUL;32.38;35.85;34.33;10.72;-4.24;6.02
UBS 9 RESIDENCIAL DO BOSQUE 1 SAO SEBASTIAO;0000471410;ESF EQ 21 - BOSQUE 1;35.16;37.47;38.24;6.57;2.05;8.76
UBS 12 SAMAMBAIA;0000470597;ESF 22 AMARELA - UBS 12 SAM;20.33;27.36;9.56;34.58;-65.06;-52.98
UBS 1 ASA NORTE;0001670077;EQUIPE SOL;43.86;28.78;49.0;-34.38;70.26;11.72
UBS 1 SANTA MARIA;0000471062;0523/06;30.93;31.03;38.15;0.32;22.95;23.34
UBS 01 GUARA;0002063492;ESF 06 - UBS 01 GUARA;34.85;36.09;47.29;3.56;31.03;35.7
UBS 2 ASA NORTE;0001670115;EQUIPE AZUL;29.78;32.95;35.5;10.64;7.74;19.21
UBS 8 VALE DO AMANHECER PLANALTINA;0000469823;ESF 0350/14 - LUA;54.38;39.25;36.0;-27.82;-8.28;-33.8
UBS 03 RIACHO FUNDO II;0000470287;ESF 08 - UBS 3 RIACHO FUNDO II;39.6;50.87;42.24;28.46;-16.96;6.67
UBS 2 SANTA MARIA;0000471054;0524/07;29.77;34.37;30.2;15.45;-12.13;1.44
UBS 2 PLANALTINA;0001671227;ESF 0387/44 - DALIA;38.39;38.64;32.54;0.65;-15.79;-15.24
UBS 07 TAGUATINGA;0001656759;ESF 02 VERMELHA - UBS 07 TAG;30.32;33.13;36.56;9.27;10.35;20.58
UBS 01 GUARA;0002176009;ESF 07 UBS 01 GUARA;33.06;35.27;41.42;6.68;17.44;25.29
UBS 9 SANTA MARIA;0001668560;0537/20;42.2;27.86;39.09;-33.98;40.31;-7.37
UBS 1 VARJAO;0002493241;EQUIPE ESPERANCA;40.87;37.27;30.68;-8.81;-17.68;-24.93
UBS 05 RECANTO DAS EMAS;0000470198;ESF 07 LARANJA - UBS 05 REC;28.38;24.0;24.48;-15.43;2.0;-13.74
UBS 6 ALMECEGAS BRAZLANDIA;0000468436;EQUIPE 4;25.75;35.5;33.0;37.86;-7.04;28.16
UBS 4 GAMA;0000468975;0207/05;39.39;39.89;34.45;1.27;-13.64;-12.54
UBS 11 SAMAMBAIA;0001474189;ESF 46 AMARELA - UBS 11 SAM;40.92;34.89;34.85;-14.74;-0.11;-14.83
UBS 5 NOVA BETANIA SAO SEBASTIAO;0000471194;ESF EQ 01 - NOVA BETANIA;43.43;43.38;45.7;-0.12;5.35;5.23
UBS 1 SAO SEBASTIAO;0000471186;EQUIPE 20 - BRANCA;26.72;33.19;26.69;24.21;-19.58;-0.11
UBS 02 SAMAMBAIA;0000470864;ESF 30 VERDE - UBS 02 SAM;23.5;19.71;18.5;-16.13;-6.14;-21.28
UBS 2 SANTA MARIA;0001681532;0545/11;33.79;26.29;36.23;-22.2;37.81;7.22
UBS 1 ASA NORTE;0001670107;EQUIPE FOGO;41.36;36.0;34.27;-12.96;-4.81;-17.14
UBS 10 CEILANDIA;0001635255;EQUIPE 5 - CINZA;36.07;33.88;33.74;-6.07;-0.41;-6.46
UBS 3 VEREDAS I BRAZLANDIA;0000468460;EQUIPE 1;34.56;36.88;30.03;6.71;-18.57;-13.11
UBS 03 GUARA;0002063433;ESF 05 - UBS 03 GUARA;40.53;45.86;42.17;13.15;-8.05;4.05
UBS 1 SANTA MARIA;0001668528;0533/16;39.52;42.12;39.05;6.58;-7.29;-1.19
UBS 16 CEILANDIA;0000468770;EQUIPE 1 - ROXA;37.1;38.95;44.91;4.99;15.3;21.05
UBS 01 VICENTE PIRES;0001805568;ESF 06 AMARELA - UBS 01 VP;34.18;30.64;31.7;-10.36;3.46;-7.26
UBS 02 RIACHO FUNDO I;0000470252;ESF 01 - UBS 2 RIACHO FUNDO I;42.74;45.0;46.39;5.29;3.09;8.54
UBS 1 PARANOA;0001642006;ESF EQ 13 - LILAS;23.47;25.08;24.94;6.86;-0.56;6.26
UBS 01 AGUAS CLARAS;0001621327;ESF 05 AMARELA - UBS 01 AC;26.6;20.07;24.56;-24.55;22.37;-7.67
UBS 4 PLANALTINA;0000469912;ESF 0370/34 - LILAS;23.0;13.2;26.43;-42.61;100.23;14.91
UBS 01 RIACHO FUNDO II;0002322374;ESF 18 UBS 01 RIACHO FUNDO II;37.24;34.82;31.32;-6.5;-10.05;-15.9
UBS 12 SAO JOSE SAO SEBASTIAO;0000471313;ESF EQ 17 - SAO JOSE;33.37;32.36;39.9;-3.03;23.3;19.57
UBS 02 SAMAMBAIA;0000470775;ESF 29 LILAS - UBS 02 SAM;25.89;26.96;26.05;4.13;-3.38;0.62
UBS 1 CEILANDIA;0001555642;EQUIPE 4;38.48;40.83;42.21;6.11;3.38;9.69
UBS 2 CATINGUEIRO FERCAL;0000471550;ESF 0613/03 - AROEIRA;41.61;41.48;40.43;-0.31;-2.53;-2.84
UBS 3 PARANOA PARQUE;0001669087;ESF EQ 23 - PEQUI;36.05;33.68;30.72;-6.57;-8.79;-14.79
UBS 11 RAJADINHA PLANALTINA;0000469599;ESF 0336/03 - RAJADINHA;35.43;41.89;44.36;18.23;5.9;25.2
UBS 02 GUARA;0001670506;ESF 07 - UBS 02 GUARA;36.38;36.14;35.57;-0.66;-1.58;-2.23
UBS 1 BRAZLANDIA;0002235218;EQUIPE 5 - ROXA;38.56;40.19;34.41;4.23;-14.38;-10.76
UBS 6 CEILANDIA;0001665006;EQUIPE 2 - TULIPA;36.84;41.56;36.78;12.81;-11.5;-0.16
UBS 13 GAMA CASA GRANDE;0000470104;1233/69;32.15;39.9;35.79;24.11;-10.3;11.32
UBS 04 SAMAMBAIA;0001623257;ESF 52 ROXA - UBS 04 SAM;32.25;30.6;44.0;-5.12;43.79;36.43
UBS 02 NUCLEO BANDEIRANTE;0001554263;ESF 01 - UBS 2 NB - METRO;39.69;46.29;32.0;16.63;-30.87;-19.38
UBS 2 SOBRADINHO II;0001642049;ESF 0384/07 - GIRASSOL;29.67;39.87;49.46;34.38;24.05;66.7
UBS 7 CEILANDIA;0001664824;EQUIPE 3 - VERMELHA;35.06;37.56;42.07;7.13;12.01;19.99
UBS 3 RESIDENCIAL OESTE SAO SEBASTIAO;0000471364;ESF EQ 12 - OESTE 2;34.78;38.11;34.43;9.57;-9.66;-1.01
UBS 2 BRAZLANDIA;0000468509;EQUIPE 1 - AZUL;34.44;36.93;38.52;7.23;4.31;11.85
UBS 2 SOBRADINHO;0001717111;ESF 0640/23 - RUBI;38.33;37.94;33.73;-1.02;-11.1;-12.0
UBS 02 TAGUATINGA;0001660497;ESF 05 VERDE - UBS 02 TAG;34.65;41.3;40.3;19.19;-2.42;16.31
UBS 3 ASA NORTE VILA PLANALTO;0001642278;EQUIPE IPE ROSA;33.0;40.0;53.18;21.21;32.95;61.15
UBS 1 ASA NORTE;0001797301;EQUIPE AR;49.39;29.73;42.3;-39.81;42.28;-14.36
UBS 2 ASA NORTE;0001797395;EQUIPE AMARELA;38.3;38.84;36.94;1.41;-4.89;-3.55
UBS 2 T R E SAO SEBASTIAO;0002458152;ESF ITAIPU;31.33;43.48;31.81;38.78;-26.84;1.53
UBS 5 PLANALTINA;0000469998;ESF 0355/19 - BEIJA-FLOR - PL;35.2;24.5;20.85;-30.4;-14.9;-40.77
UBS 7 INCRA 08 BRAZLANDIA;0000468444;EQUIPE 5;28.2;33.2;29.28;17.73;-11.81;3.83
UBS 3 PARANOA PARQUE;0001669001;ESF EQ 18 - BURITI;38.75;40.14;43.08;3.59;7.32;11.17
UBS 6 VALE DAS ACACIAS SOBRADINHO II;0000471674;ESF 0616/06 -VALE DAS ACACIAS;38.14;39.08;40.71;2.46;4.17;6.74
UBS 2 SOBRADINHO;0000471518;ESF 0609/11 - SAFIRA;37.32;38.88;28.43;4.18;-26.88;-23.82
UBS 2 ITAPOA;0000469432;ESF EQUIPE 01;36.16;32.49;40.9;-10.15;25.88;13.11
UBS 3 CEILANDIA;0001664956;EQUIPE 5 - ROSA;43.83;42.75;39.13;-2.46;-8.47;-10.72
UBS 01 SAMAMBAIA;0000470805;ESF 19 AZUL - UBS 01 SAM;32.83;38.41;33.18;17.0;-13.62;1.07
UBS 7 GAMA;0000469114;0249/28;26.09;31.92;26.3;22.35;-17.61;0.8
UBS 15 CEILANDIA;0000468800;EQUIPE 5 - VERDE;19.11;23.0;33.73;20.36;46.65;76.5
UBS 11 CEILANDIA;0001665111;EQUIPE 4 - AZUL;37.44;41.42;40.59;10.63;-2.0;8.41
UBS 8 CEILANDIA;0000468614;EQUIPE 1 - AZUL;40.73;34.49;39.19;-15.32;13.63;-3.78
UBS 4 PLANALTINA;0001717197;ESF 0390/47 - ROSA PL;42.67;33.35;31.19;-21.84;-6.48;-26.9
UBS 1 ASA SUL;0001797174;EQUIPE AZUL;32.5;41.0;40.38;26.15;-1.51;24.25
UBS 4 PLANALTINA;0000469874;ESF 0371/35 - AMARELA;34.23;36.63;45.39;7.01;23.91;32.6
UBS 13 SAMAMBAIA;0001668129;ESF 03 AZUL - UBS 13 SAM;54.5;30.25;37.5;-44.5;23.97;-31.19
UBS 4 PLANALTINA;0000469882;ESF 0366/30 - VERDE;23.14;28.27;35.55;22.17;25.75;53.63
UBS 1 SANTA MARIA;0001668552;0536/19;38.92;39.65;37.26;1.88;-6.03;-4.27
UBS 04 RECANTO DAS EMAS;0000470082;ESF 16 LARANJA - UBS 04 REC;30.15;37.81;29.6;25.41;-21.71;-1.82
UBS 5 PLANALTINA;0001717200;ESF 2000/48 - ROUXINOL;34.69;41.12;34.0;18.54;-17.32;-1.99
UBS 01 RIACHO FUNDO II;0001655426;ESF 15 - UBS 01 RF II;50.52;50.19;49.74;-0.65;-0.9;-1.54
UBS 1 SOBRADINHO;0001623621;ESF 0383/15 - BEIJA-FLOR;40.6;37.67;37.62;-7.22;-0.13;-7.34
UBS 1 CEILANDIA;0000468665;EQUIPE 3;39.32;37.63;46.15;-4.3;22.64;17.37
UBS 13 SAMAMBAIA;0001717596;ESF 02 ROSA - UBS 13 SAM;26.73;26.76;38.05;0.11;42.19;42.35
UBS 01 VICENTE PIRES;0001668064;ESF 03 VERMELHA - UBS 01 VP;30.87;22.08;29.57;-28.47;33.92;-4.21
UBS 02 RECANTO DAS EMAS;0001668234;ESF 29 AMARELA - UBS 02 REC;28.47;28.84;29.44;1.3;2.08;3.41
UBS 05 RECANTO DAS EMAS;0000470155;ESF 06 AZUL - UBS 05 REC;25.21;16.28;24.35;-35.42;49.57;-3.41
UBS 1 CRUZEIRO;0001670182;EQUIPE MURICI;30.0;17.0;29.6;-43.33;74.12;-1.33
UBS 8 CEILANDIA;0001550586;EQUIPE 4 - ROXA;33.92;33.22;29.38;-2.06;-11.56;-13.38
UBS 11 SAMAMBAIA;0000470651;ESF 45 VERDE - UBS 11 SAM;45.19;43.64;50.41;-3.43;15.51;11.55
UBS 09 SAMAMBAIA;0000470929;ESF 06 VERMELHA - UBS 09 SAM;43.21;43.58;36.57;0.86;-16.09;-15.37
UBS 01 ESTRUTURAL;0001469649;ESF 10 - UBS 01 ESTRUTURAL;43.18;38.69;38.61;-10.4;-0.21;-10.58
UBS 20 PLANALTINA;0001717219;ESF 2001/49 - SIGMA;20.25;24.8;22.33;22.47;-9.96;10.27
UBS 04 ITAPOA;0002138697;ESF EQ 15 RUBI;28.65;29.28;27.13;2.2;-7.34;-5.31
UBS 01 NUCLEO BANDEIRANTE;0000469327;ESF 02 - UBS 01 NB -VILA CAUHY;24.53;24.79;29.11;1.06;17.43;18.67
UBS 01 RIACHO FUNDO II;0000470449;ESF 04 - UBS 1 RIACHO FUNDO II;47.4;38.67;35.76;-18.42;-7.53;-24.56
UBS 02 SAMAMBAIA;0000470880;ESF 33 LARANJA - UBS 02 SAM;36.75;35.33;39.0;-3.86;10.39;6.12
UBS 01 CANDANGOLANDIA;0002063417;ESF 04 - UBS 01 CANDANGOLANDIA;23.17;39.08;41.38;68.67;5.89;78.59
UBS 02 TAGUATINGA;0001660470;ESF 03 AZUL - UBS 02 TAG;25.83;31.53;27.92;22.07;-11.45;8.09
UBS 06 SAMAMBAIA;0000470732;ESF 26 VERMELHA - UBS 06 SAM;32.61;31.87;32.03;-2.27;0.5;-1.78
UBS 01 RIACHO FUNDO II;0000470473;ESF 07 - UBS 1 RIACHO FUNDO II;41.12;37.0;39.83;-10.02;7.65;-3.14
UBS 6 GAMA;0001515403;0214/12;35.03;36.8;30.53;5.05;-17.04;-12.85
UBS 3 ASA NORTE VILA PLANALTO;0001797514;EQUIPE IPE AMARELO;28.62;18.67;28.17;-34.77;50.88;-1.57
UBS 03 TAGUATINGA;0001798804;ESF 07 VERMELHA - UBS 03 TAG;29.92;36.97;37.5;23.56;1.43;25.33
