RELATÓRIO DE EVOLUÇÃO - Hipertensão
Equipes: eAP, eSF
Competências: ABR/25, AGO/25, DEZ/25

==================================================
RESUMO DAS VARIAÇÕES
==================================================
ABR_25: Média de pontuação = 57.53
AGO_25: Média de pontuação = 58.70
DEZ_25: Média de pontuação = 58.75

% de crescimento entre 2025-04 e 2025-08: 2.48%
% de crescimento entre 2025-08 e 2025-12: 0.34%

Crescimento total médio: 2.80%

==================================================
TOP 5 - MAIOR CRESCIMENTO
==================================================
  ESF 57 - CEU AZUL (INE: 0002533219): 100.00%
  EQUIPE 05 - AZUL (INE: 0001669109): 70.87%
  EQUIPE 2 (INE: 0000468479): 70.84%
  EQUIPE 3 LAGO SUL (INE: 0002504723): 55.10%
  ESF 38 ROSA - UBS 08 SAM (INE: 0000471011): 53.72%

==================================================
TOP 5 - MENOR CRESCIMENTO
==================================================
  ESF 0352/16 - CEP SAUDE (INE: 0000469866): -21.44%
  0538/21 (INE: 0001668579): -20.83%
  ESF EQ 11 - VERDE (INE: 0001668951): -19.23%
  ESF 09 ROSA - UBS 01 VP (INE: 0002347229): -19.17%
  ESF 06 AMARELA - UBS 01 VP (INE: 0001805568): -19.10%


==================================================
DADOS COMPLETOS
==================================================

ESTABELECIMENTO;INE;NOME DA EQUIPE;PONT_ABR_25;PONT_AGO_25;PONT_DEZ_25;VAR_1_2_%;VAR_2_3_%;CRESCIMENTO_TOTAL_%
UBS 4 DE SANTA MARIA;0002405377;1239/75;69.59;68.08;66.64;-2.17;-2.12;-4.24
UBS 1 LAGO NORTE;0001797956;EQUIPE ONIX;55.69;63.42;61.97;13.88;-2.29;11.28
UBS 7 GAMA;0002414864;1241/77;45.09;48.45;47.64;7.45;-1.67;5.66
UBS 03 TAGUATINGA;0001668897;ESF 04 AMARELA - UBS 03 TAG;66.75;63.9;62.17;-4.27;-2.71;-6.86
UBS 1 JARDINS MANGUEIRAL;0002186381;ESF AMETISTA;50.17;51.74;53.07;3.13;2.57;5.78
UBS 01 SAMAMBAIA;0001668145;ESF 14 ROSA - UBS 01 SAM;59.12;64.83;65.68;9.66;1.31;11.1
UBS 03 GUARA;0002263327;ESF 07 UBS 03 GUARA;61.43;64.97;66.81;5.76;2.83;8.76
UBS 02 SAMAMBAIA;0000470821;ESF 28 VERMELHA - UBS 02 SAM;52.7;52.33;53.17;-0.7;1.61;0.89
UBS 1 ASA SUL;0001796860;EQUIPE VERDE;53.19;52.13;44.92;-1.99;-13.83;-15.55
UBS 14 TABATINGA PLANALTINA;0000469602;ESF 0339/06 - TABATINGA;65.91;70.0;70.83;6.21;1.19;7.46
UBS 1 CRUZEIRO;0001670190;EQUIPE BARU;67.97;71.31;68.17;4.91;-4.4;0.29
UBS 4 PLANALTINA;0002259214;ESF 2006/51 - VIOLETA - PL;51.76;54.25;58.92;4.81;8.61;13.83
UBS 05 RIACHO FUNDO II;0000470422;ESF 12 - UBS 5 RF II - CAUB II;59.46;57.76;58.72;-2.86;1.66;-1.24
UBS 1 PARANOA;0001668994;ESF EQ 17 - PRATA;56.77;50.6;59.78;-10.87;18.14;5.3
UBS 13 SAMAMBAIA;0001668161;ESF 01 VERDE - UBS 13 SAM;51.8;52.91;56.89;2.14;7.52;9.83
UBS 08 SAMAMBAIA;0000471003;ESF 40 VERDE - UBS 08 SAM;51.89;53.13;54.91;2.39;3.35;5.82
UBS 01 ESTRUTURAL;0000469270;ESF 05 - UBS 01 ESTRUTURAL;57.51;62.44;59.81;8.57;-4.21;4.0
UBS 2 SANTA MARIA;0001663372;0532/15;55.11;57.41;57.26;4.17;-0.26;3.9
UBS 5 PLANALTINA;0000469963;ESF 0354/18 - GAIVOTA - PL;59.51;63.64;61.85;6.94;-2.81;3.93
UBS 08 RECANTO DAS EMAS SAO FRANCISCO;0000470120;ESF 02 LILAS - UBS 08 REC;50.94;54.02;52.55;6.05;-2.72;3.16
UBS 1 SANTA MARIA;0001668579;0538/21;75.0;67.5;59.38;-10.0;-12.03;-20.83
UBS 7 CEILANDIA;0001665030;EQUIPE 5 - AMARELA;53.87;55.51;55.74;3.04;0.41;3.47
UBS 01 ESTRUTURAL;0000469289;ESF 04 - UBS 01 ESTRUTURAL;63.99;66.97;67.14;4.66;0.25;4.92
UBS 7 CEILANDIA;0001664808;EQUIPE 2 - AZUL;52.93;49.78;46.9;-5.95;-5.79;-11.39
UBS 01 ESTRUTURAL;0000469262;ESF 02 - UBS 01 ESTRUTURAL;55.9;59.92;60.71;7.19;1.32;8.6
UBS 1 PARANOA;0001642014;ESF EQ 14 - MARROM;56.25;49.32;53.04;-12.32;7.54;-5.71
UBS 03 TAGUATINGA;0001660527;ESF 02 AZUL - UBS 03 TAG;59.93;61.73;57.56;3.0;-6.76;-3.95
UBS 10 RECANTO DAS EMAS;0000470139;ESF 04 BRANCA - UBS 10 REC;61.27;58.79;52.76;-4.05;-10.26;-13.89
UBS 1 CEILANDIA;0000468673;EQUIPE 2;52.61;46.22;52.59;-12.15;13.78;-0.04
UBS 01 RIACHO FUNDO I;0002063441;ESF 03 - UBS 01 RIACHO FUNDO I;46.14;64.96;64.04;40.79;-1.42;38.79
UBS 1 ASA SUL;0001796801;EQUIPE LARANJA;44.8;44.66;45.56;-0.31;2.02;1.7
UBS 9 CEILANDIA;0001664867;EQUIPE 6;66.21;71.35;69.37;7.76;-2.78;4.77
UBS 8 CEILANDIA;0000468681;EQUIPE 3 - AMARELA;56.9;62.18;64.56;9.28;3.83;13.46
UBS 06 TAGUATINGA;0001668218;ESF 05 ROSA - UBS 06 TAG;55.0;59.09;60.19;7.44;1.86;9.44
UBS 8 TORRE DE BRAZLANDIA;0001614584;EQUIPE 6;60.14;69.59;68.17;15.71;-2.04;13.35
UBS 5 PLANALTINA;0000469955;ESF 0359/23 - ANDORINHA - PL;51.62;50.44;46.26;-2.29;-8.29;-10.38
UBS 02 RECANTO DAS EMAS;0001631225;ESF 07 AZUL - UBS 02 REC;41.59;39.19;37.73;-5.77;-3.73;-9.28
UBS 01 RECANTO DAS EMAS;0001635441;ESF 55 ROSA - UBS 01 REC;56.34;56.82;65.18;0.85;14.71;15.69
UBS 1 SAO SEBASTIAO;0001669168;EQUIPE 10 - VERMELHA;39.34;40.88;37.93;3.91;-7.22;-3.58
UBS 01 RIACHO FUNDO I;0002235161;ESF 05 UBS 01 RIACHO FUNDO I;62.5;63.07;61.62;0.91;-2.3;-1.41
UBS 01 VICENTE PIRES;0002347245;ESF 10 PRETA - UBS 01 VP;64.52;59.35;60.82;-8.01;2.48;-5.73
UBS 4 PLANALTINA;0000469939;ESF 0372/36 - BRANCA;48.72;53.92;51.34;10.67;-4.78;5.38
UBS 1 ASA SUL;0001796631;EQUIPE LILAS;52.45;54.1;49.4;3.15;-8.69;-5.82
UBS 01 CANDANGOLANDIA;0000468533;ESF 01 - UBS 01 CANDANGOLANDIA;57.95;68.64;72.18;18.45;5.16;24.56
UBS 6 ARAPOANGA PLANALTINA;0000469793;ESF 0361/25 - FLAMINGO - PL;64.36;66.25;64.59;2.94;-2.51;0.36
UBS 2 SOBRADINHO II;0001642243;ESF 0386/10 - LIRIO;41.44;45.83;50.7;10.59;10.63;22.35
UBS 2 SANTA MARIA;0002236168;1225/61;54.35;56.06;62.4;3.15;11.31;14.81
UBS 09 SAMAMBAIA;0000470937;ESF 03 LILAS - UBS 09 SAM;65.78;68.59;66.5;4.27;-3.05;1.09
UBS 01 VICENTE PIRES;0001638947;ESF 01 LARANJA - UBS 01 VP;59.38;63.46;56.34;6.87;-11.22;-5.12
UBS 02 SAMAMBAIA;0001923757;ESF 32 ROSA - UBS 02 SAM;64.43;66.11;67.68;2.61;2.37;5.04
UBS 13 SAO JOSE PLANALTINA;0000469629;ESF 0338/05 - SAO JOSE;84.43;84.49;82.5;0.07;-2.36;-2.29
UBS 01 VICENTE PIRES;0001805622;ESF 07 LILAS - UBS 01 VP;61.7;62.38;61.51;1.1;-1.39;-0.31
UBS 05 TAGUATINGA;0000471682;ESF 05 AMARELA - UBS 05 TAG;73.01;69.61;71.17;-4.66;2.24;-2.52
UBS 4 GAMA;0002193949;1224/60;73.02;73.9;70.17;1.21;-5.05;-3.9
UBS 1 SOBRADINHO;0001623648;ESF 0381/13 - BEM-TE-VI;61.11;57.39;54.26;-6.09;-5.45;-11.21
UBS 08 RECANTO DAS EMAS SAO FRANCISCO;0000470112;ESF 01 VERDE - UBS 08 REC;58.86;60.74;60.08;3.19;-1.09;2.07
UBS 01 VICENTE PIRES;0001668080;ESF 05 CINZA - UBS 01 VP;56.57;57.8;55.21;2.17;-4.48;-2.4
UBS 3 ITAPOA;0001672053;ESF EQ 05;61.26;61.75;59.67;0.8;-3.37;-2.6
UBS 8 CEILANDIA;0000468754;EQUIPE 5 - VERDE;52.65;53.82;51.77;2.22;-3.81;-1.67
UBS 05 TAGUATINGA;0001660551;ESF 03 VERDE - UBS 05 TAG;60.0;67.92;68.88;13.2;1.41;14.8
UBS 02 TAGUATINGA;0001660489;ESF 04 LARANJA - UBS 02 TAG;64.2;67.61;68.55;5.31;1.39;6.78
UBS 5 PLANALTINA;0000470031;ESF 0358/22 - CANARIO - PL;51.62;47.8;48.89;-7.4;2.28;-5.29
UBS 5 CEILANDIA;0001665146;EQUIPE 5 - VERDE;58.89;55.97;53.61;-4.96;-4.22;-8.97
UBS 01 ESTRUTURAL;0000469297;ESF 03 - UBS 01 ESTRUTURAL;59.84;63.93;64.21;6.83;0.44;7.3
UBS 2 BRAZLANDIA;0002515512;EQUIPE 5 - LARANJA;75.0;62.23;62.41;-17.03;0.29;-16.79
UBS 1 CRUZEIRO;0001798022;EQUIPE INGA;61.5;64.63;63.23;5.09;-2.17;2.81
UBS 2 GAMA;0001520571;0232/31;73.08;70.07;68.92;-4.12;-1.64;-5.69
UBS 2 SOBRADINHO;0001671286;ESF 0639/22 - ESMERALDA SOB;47.8;53.0;46.58;10.88;-12.11;-2.55
UBS 06 SAMAMBAIA;0002157284;ESF 45 VERDE - UBS 06 SAM;42.19;57.91;58.69;37.26;1.35;39.11
UBS 8 CEILANDIA;0000468703;EQUIPE 2 - LARANJA;55.78;58.86;63.6;5.52;8.05;14.02
UBS 11 CEILANDIA;0002019086;EQUIPE 5 - AMARELA;47.73;50.37;54.27;5.53;7.74;13.7
UBS 01 AGUAS CLARAS;0001621300;ESF 02 LARANJA - UBS 01 AC;63.79;60.02;64.78;-5.91;7.93;1.55
UBS 05 TAGUATINGA;0001641883;ESF 01 AZUL - UBS 05 TAG;67.31;63.58;62.5;-5.54;-1.7;-7.15
UBS 04 RIACHO FUNDO II;0000470295;ESF 05 - UBS 4 RF II - CAUB I;69.22;70.1;67.5;1.27;-3.71;-2.48
UBS 20 PLANALTINA;0001671243;ESF 0389/46 - DELTA;63.4;62.38;53.74;-1.61;-13.85;-15.24
UBS 2 SOBRADINHO II;0000471534;ESF 0599/08 - BEM-ME-QUER;58.0;60.41;58.45;4.16;-3.24;0.78
UBS 11 CEILANDIA;0002313936;EQUIPE 6 - VERDE;56.96;64.52;63.53;13.27;-1.53;11.53
UBS 11 SAMAMBAIA;0001474170;ESF 47 LARANJA - UBS 11 SAM;46.3;56.82;58.9;22.72;3.66;27.21
UBS 1 SOBRADINHO;0001642251;ESF 0618/17 - CORUJA;51.0;54.91;52.47;7.67;-4.44;2.88
UBS 2 QUADRA 18 PARANOA;0000469459;ESF EQ 05 - QUADRA 18;55.4;49.85;50.07;-10.02;0.44;-9.62
UBS 1 ASA SUL;0001797042;EQUIPE VERMELHA;50.23;44.87;41.53;-10.67;-7.44;-17.32
UBS 05 TAGUATINGA;0001660578;ESF 04 VERMELHA - UBS 05 TAG;68.32;69.61;68.32;1.89;-1.85;0.0
UBS 01 AGUAS CLARAS;0001638912;ESF 06 ROSA - UBS 01 AC;63.78;65.18;63.93;2.2;-1.92;0.24
UBS 05 RECANTO DAS EMAS;0000470163;ESF 05 AMARELA- UBS 05 REC;56.74;54.15;56.43;-4.56;4.21;-0.55
UBS 2 CRUZEIRO;0001670212;EQUIPE GIRASSOL;53.08;48.89;51.59;-7.89;5.52;-2.81
UBS 8 PADDF PARANOA;0000469394;ESF EQ 01 - PAD-DF;61.78;61.57;57.42;-0.34;-6.74;-7.06
UBS 3 ASA NORTE VILA PLANALTO;0001797638;EQUIPE IPE BRANCO;61.17;55.97;56.75;-8.5;1.39;-7.23
UBS 2 SOBRADINHO;0001671251;ESF 0637/20 - AMETISTA;57.35;67.4;66.53;17.52;-1.29;16.01
UBS 07 SAMAMBAIA;0000470562;ESF 41 AMARELA - UBS 07 SAM;58.73;62.18;59.62;5.87;-4.12;1.52
UBS 8 VALE DO AMANHECER PLANALTINA;0000469858;ESF 0349/13 - SOL;57.32;56.13;58.29;-2.08;3.85;1.69
UBS 01 RIACHO FUNDO I;0002063468;ESF 06 - UBS 01 RIACHO FUNDO I;53.59;56.55;55.37;5.52;-2.09;3.32
UBS 1 SAO SEBASTIAO;0002396211;DOURADA;34.93;32.32;32.93;-7.47;1.89;-5.73
UBS 07 SAMAMBAIA;0002188317;ESF 52 VINHO - UBS 07 SAM;61.7;59.94;61.97;-2.85;3.39;0.44
UBS 6 CEILANDIA;0001665014;EQUIPE 4 - JASMIN;62.86;64.04;62.08;1.88;-3.06;-1.24
UBS 01 RECANTO DAS EMAS;0001563300;ESF 25 AZUL - UBS 01 REC;64.67;60.31;59.64;-6.74;-1.11;-7.78
UBS 10 RECANTO DAS EMAS;0001471953;ESF 05 VERMELHA - UBS 10 REC;61.88;71.04;70.65;14.8;-0.55;14.17
UBS 03 SAMAMBAIA;0000470694;ESF 07 ROSA - UBS 03 SAM;64.35;66.75;67.8;3.73;1.57;5.36
UBS 2 CEILANDIA;0001664883;EQUIPE 5 - AMARELA;68.02;67.53;72.06;-0.72;6.71;5.94
UBS 10 TAQUARA PLANALTINA;0000469742;ESF 0335/02 - TAQUARA;56.61;58.64;58.99;3.59;0.6;4.2
UBS 2 ASA NORTE;0001670123;EQUIPE LILAS;62.03;66.05;70.21;6.48;6.3;13.19
UBS 4 GAMA;0001619071;0222/35;65.97;68.41;65.71;3.7;-3.95;-0.39
UBS 1 ASA SUL;0001796739;EQUIPE AMARELA;42.74;44.44;40.41;3.98;-9.07;-5.45
UBS 03 SAMAMBAIA;0000470686;ESF 10 LILAS - UBS 03 SAM;65.65;68.45;67.98;4.27;-0.69;3.55
UBS 3 ITAPOA;0001634399;ESF EQ 03;64.63;66.79;62.0;3.34;-7.17;-4.07
UBS 2 SANTA MARIA;0001668609;0541/24;57.44;57.15;56.82;-0.5;-0.58;-1.08
UBS 2 SOBRADINHO;0001671278;ESF 0638/21 - JADE;55.53;57.97;53.49;4.39;-7.73;-3.67
UBS 1 PARANOA;0001642227;ESF EQ 16 - LARANJA;51.14;47.48;45.87;-7.16;-3.39;-10.31
UBS 03 RECANTO DAS EMAS;0000470236;ESF 23 ROSA - UBS 03 REC;53.95;58.99;54.51;9.34;-7.59;1.04
UBS 16 PIPIRIPAU PLANALTINA;0000469610;ESF 0341/08 - PIPIRIPAU;62.5;68.92;65.44;10.27;-5.05;4.7
UBS 01 TAGUATINGA;0001918575;ESF 05 LARANJA - UBS 01 TAG;54.3;54.2;54.72;-0.18;0.96;0.77
UBS 2 GAMA;0000469106;0250/29;71.38;72.22;72.91;1.18;0.96;2.14
UBS 01 TAGUATINGA;0001641972;ESF 02 VIOLETA - UBS 01 TAG;47.31;59.01;63.32;24.73;7.3;33.84
UBS 01 SAMAMBAIA;0000470848;ESF 18 AMARELA - UBS 01 SAM;53.48;50.0;51.54;-6.51;3.08;-3.63
UBS 2 ASA NORTE;0001670131;EQUIPE VERMELHA;63.01;65.0;58.6;3.16;-9.85;-7.0
UBS 01 SAMAMBAIA;0001717588;ESF 12 VERMELHA - UBS 01 SAM;65.84;65.25;63.57;-0.9;-2.57;-3.45
UBS 3 NOVA COLINA SOBRADINHO;0000471569;ESF 0595/04-ANGELIM-DO-CERRADO;50.0;52.93;54.26;5.86;2.51;8.52
UBS 6 SANTA MARIA;0000471143;0522/05;64.38;60.96;58.55;-5.31;-3.95;-9.06
UBS 4 PLANALTINA;0000469904;ESF 0369/33 - AZUL;58.33;57.19;55.46;-1.95;-3.03;-4.92
UBS 5 SANTA MARIA;0000471127;0521/04;69.99;69.56;68.13;-0.61;-2.06;-2.66
UBS 4 MORRO AZUL SAO SEBASTIAO;0000471348;ESF EQ 13 - MORRO AZUL;53.4;52.7;58.75;-1.31;11.48;10.02
UBS 9 RESIDENCIAL DO BOSQUE 1 SAO SEBASTIAO;0000471410;ESF EQ 21 - BOSQUE 1;45.91;44.51;46.38;-3.05;4.2;1.02
UBS 12 SAMAMBAIA;0000470597;ESF 22 AMARELA - UBS 12 SAM;54.17;62.1;56.44;14.64;-9.11;4.19
UBS 1 ASA NORTE;0001670077;EQUIPE SOL;49.03;49.58;49.66;1.12;0.16;1.28
UBS 1 SANTA MARIA;0000471062;0523/06;54.49;55.54;58.36;1.93;5.08;7.1
UBS 01 GUARA;0002063492;ESF 06 - UBS 01 GUARA;70.64;67.26;66.81;-4.78;-0.67;-5.42
UBS 2 ASA NORTE;0001670115;EQUIPE AZUL;65.0;62.25;60.86;-4.23;-2.23;-6.37
UBS 8 VALE DO AMANHECER PLANALTINA;0000469823;ESF 0350/14 - LUA;68.44;71.52;66.25;4.5;-7.37;-3.2
UBS 03 RIACHO FUNDO II;0000470287;ESF 08 - UBS 3 RIACHO FUNDO II;65.57;66.3;69.57;1.11;4.93;6.1
UBS 2 SANTA MARIA;0000471054;0524/07;57.2;50.0;54.66;-12.59;9.32;-4.44
UBS 2 PLANALTINA;0001671227;ESF 0387/44 - DALIA;55.56;57.35;54.92;3.22;-4.24;-1.15
UBS 07 TAGUATINGA;0001656759;ESF 02 VERMELHA - UBS 07 TAG;63.72;66.53;64.58;4.41;-2.93;1.35
UBS 01 GUARA;0002176009;ESF 07 UBS 01 GUARA;65.43;67.24;69.96;2.77;4.05;6.92
UBS 9 SANTA MARIA;0001668560;0537/20;63.83;58.52;59.3;-8.32;1.33;-7.1
UBS 1 VARJAO;0002493241;EQUIPE ESPERANCA;74.82;69.25;69.93;-7.44;0.98;-6.54
UBS 05 RECANTO DAS EMAS;0000470198;ESF 07 LARANJA - UBS 05 REC;59.7;60.77;61.04;1.79;0.44;2.24
UBS 6 ALMECEGAS BRAZLANDIA;0000468436;EQUIPE 4;53.49;57.39;62.5;7.29;8.9;16.84
UBS 4 GAMA;0000468975;0207/05;72.93;73.21;73.95;0.38;1.01;1.4
UBS 11 SAMAMBAIA;0001474189;ESF 46 AMARELA - UBS 11 SAM;51.97;65.65;66.77;26.32;1.71;28.48
UBS 5 NOVA BETANIA SAO SEBASTIAO;0000471194;ESF EQ 01 - NOVA BETANIA;71.96;74.31;74.6;3.27;0.39;3.67
UBS 1 SAO SEBASTIAO;0000471186;EQUIPE 20 - BRANCA;37.5;40.2;43.15;7.2;7.34;15.07
UBS 02 SAMAMBAIA;0000470864;ESF 30 VERDE - UBS 02 SAM;69.82;71.21;77.39;1.99;8.68;10.84
UBS 2 SANTA MARIA;0001681532;0545/11;58.17;61.92;63.98;6.45;3.33;9.99
UBS 1 ASA NORTE;0001670107;EQUIPE FOGO;51.79;49.8;51.11;-3.84;2.63;-1.31
UBS 10 CEILANDIA;0001635255;EQUIPE 5 - CINZA;51.37;50.0;53.18;-2.67;6.36;3.52
UBS 3 VEREDAS I BRAZLANDIA;0000468460;EQUIPE 1;58.21;62.38;62.09;7.16;-0.46;6.67
UBS 03 GUARA;0002063433;ESF 05 - UBS 03 GUARA;70.4;74.27;71.26;5.5;-4.05;1.22
UBS 1 SANTA MARIA;0001668528;0533/16;53.54;60.5;59.91;13.0;-0.98;11.9
UBS 16 CEILANDIA;0000468770;EQUIPE 1 - ROXA;53.55;58.79;65.63;9.79;11.63;22.56
UBS 01 VICENTE PIRES;0001805568;ESF 06 AMARELA - UBS 01 VP;56.29;54.89;45.54;-2.49;-17.03;-19.1
UBS 02 RIACHO FUNDO I;0000470252;ESF 01 - UBS 2 RIACHO FUNDO I;67.12;65.71;64.78;-2.1;-1.42;-3.49
UBS 1 PARANOA;0001642006;ESF EQ 13 - LILAS;51.06;45.57;58.69;-10.75;28.79;14.94
UBS 01 AGUAS CLARAS;0001621327;ESF 05 AMARELA - UBS 01 AC;57.72;57.83;55.87;0.19;-3.39;-3.21
UBS 4 PLANALTINA;0000469912;ESF 0370/34 - LILAS;59.11;57.0;56.39;-3.57;-1.07;-4.6
UBS 01 RIACHO FUNDO II;0002322374;ESF 18 UBS 01 RIACHO FUNDO II;68.81;67.18;62.07;-2.37;-7.61;-9.8
UBS 12 SAO JOSE SAO SEBASTIAO;0000471313;ESF EQ 17 - SAO JOSE;43.94;47.78;53.12;8.74;11.18;20.89
UBS 02 SAMAMBAIA;0000470775;ESF 29 LILAS - UBS 02 SAM;55.86;57.4;59.26;2.76;3.24;6.09
UBS 1 CEILANDIA;0001555642;EQUIPE 4;65.96;68.03;70.69;3.14;3.91;7.17
UBS 2 CATINGUEIRO FERCAL;0000471550;ESF 0613/03 - AROEIRA;61.0;62.79;64.14;2.93;2.15;5.15
UBS 3 PARANOA PARQUE;0001669087;ESF EQ 23 - PEQUI;57.06;51.21;51.3;-10.25;0.18;-10.09
UBS 11 RAJADINHA PLANALTINA;0000469599;ESF 0336/03 - RAJADINHA;75.86;72.09;70.0;-4.97;-2.9;-7.72
UBS 02 GUARA;0001670506;ESF 07 - UBS 02 GUARA;66.67;62.72;61.23;-5.92;-2.38;-8.16
UBS 1 BRAZLANDIA;0002235218;EQUIPE 5 - ROXA;55.96;62.87;67.02;12.35;6.6;19.76
UBS 6 CEILANDIA;0001665006;EQUIPE 2 - TULIPA;58.61;61.21;61.52;4.44;0.51;4.97
UBS 13 GAMA CASA GRANDE;0000470104;1233/69;50.26;47.22;51.26;-6.05;8.56;1.99
UBS 04 SAMAMBAIA;0001623257;ESF 52 ROXA - UBS 04 SAM;58.16;61.74;64.48;6.16;4.44;10.87
UBS 02 NUCLEO BANDEIRANTE;0001554263;ESF 01 - UBS 2 NB - METRO;54.83;54.86;57.09;0.05;4.06;4.12
UBS 2 SOBRADINHO II;0001642049;ESF 0384/07 - GIRASSOL;55.48;65.33;69.07;17.75;5.72;24.5
UBS 7 CEILANDIA;0001664824;EQUIPE 3 - VERMELHA;44.51;45.73;44.28;2.74;-3.17;-0.52
UBS 3 RESIDENCIAL OESTE SAO SEBASTIAO;0000471364;ESF EQ 12 - OESTE 2;55.88;61.49;63.38;10.04;3.07;13.42
UBS 2 BRAZLANDIA;0000468509;EQUIPE 1 - AZUL;65.18;65.72;64.05;0.83;-2.54;-1.73
UBS 2 SOBRADINHO;0001717111;ESF 0640/23 - RUBI;62.5;63.15;62.95;1.04;-0.32;0.72
UBS 02 TAGUATINGA;0001660497;ESF 05 VERDE - UBS 02 TAG;61.71;64.72;65.46;4.88;1.14;6.08
UBS 3 ASA NORTE VILA PLANALTO;0001642278;EQUIPE IPE ROSA;64.72;65.5;59.11;1.21;-9.76;-8.67
UBS 1 ASA NORTE;0001797301;EQUIPE AR;51.1;58.33;58.19;14.15;-0.24;13.87
UBS 2 ASA NORTE;0001797395;EQUIPE AMARELA;63.78;64.05;66.25;0.42;3.43;3.87
UBS 2 T R E SAO SEBASTIAO;0002458152;ESF ITAIPU;65.14;64.94;59.82;-0.31;-7.88;-8.17
UBS 5 PLANALTINA;0000469998;ESF 0355/19 - BEIJA-FLOR - PL;46.75;50.83;49.4;8.73;-2.81;5.67
UBS 7 INCRA 08 BRAZLANDIA;0000468444;EQUIPE 5;60.57;60.12;59.78;-0.74;-0.57;-1.3
UBS 3 PARANOA PARQUE;0001669001;ESF EQ 18 - BURITI;56.74;58.2;60.63;2.57;4.18;6.86
UBS 6 VALE DAS ACACIAS SOBRADINHO II;0000471674;ESF 0616/06 -VALE DAS ACACIAS;60.18;59.15;60.55;-1.71;2.37;0.61
UBS 2 SOBRADINHO;0000471518;ESF 0609/11 - SAFIRA;47.64;50.9;51.54;6.84;1.26;8.19
UBS 2 ITAPOA;0000469432;ESF EQUIPE 01;57.3;58.16;57.79;1.5;-0.64;0.86
UBS 3 CEILANDIA;0001664956;EQUIPE 5 - ROSA;56.46;54.73;50.22;-3.06;-8.24;-11.05
UBS 01 SAMAMBAIA;0000470805;ESF 19 AZUL - UBS 01 SAM;56.55;51.69;50.73;-8.59;-1.86;-10.29
UBS 7 GAMA;0000469114;0249/28;62.01;62.01;63.07;0.0;1.71;1.71
UBS 15 CEILANDIA;0000468800;EQUIPE 5 - VERDE;45.83;57.76;65.36;26.03;13.16;42.61
UBS 11 CEILANDIA;0001665111;EQUIPE 4 - AZUL;47.48;50.56;54.64;6.49;8.07;15.08
UBS 8 CEILANDIA;0000468614;EQUIPE 1 - AZUL;61.16;60.66;63.23;-0.82;4.24;3.38
UBS 4 PLANALTINA;0001717197;ESF 0390/47 - ROSA PL;59.9;59.68;54.36;-0.37;-8.91;-9.25
UBS 1 ASA SUL;0001797174;EQUIPE AZUL;52.98;46.88;47.55;-11.51;1.43;-10.25
UBS 4 PLANALTINA;0000469874;ESF 0371/35 - AMARELA;54.38;53.8;48.31;-1.07;-10.2;-11.16
UBS 13 SAMAMBAIA;0001668129;ESF 03 AZUL - UBS 13 SAM;64.39;62.12;60.0;-3.53;-3.41;-6.82
UBS 4 PLANALTINA;0000469882;ESF 0366/30 - VERDE;56.41;53.57;50.77;-5.03;-5.23;-10.0
UBS 1 SANTA MARIA;0001668552;0536/19;56.74;68.4;70.86;20.55;3.6;24.89
UBS 04 RECANTO DAS EMAS;0000470082;ESF 16 LARANJA - UBS 04 REC;44.98;52.6;59.71;16.94;13.52;32.75
UBS 5 PLANALTINA;0001717200;ESF 2000/48 - ROUXINOL;51.97;57.57;54.17;10.78;-5.91;4.23
UBS 01 RIACHO FUNDO II;0001655426;ESF 15 - UBS 01 RF II;73.65;79.22;79.91;7.56;0.87;8.5
UBS 1 SOBRADINHO;0001623621;ESF 0383/15 - BEIJA-FLOR;54.87;54.22;51.88;-1.18;-4.32;-5.45
UBS 1 CEILANDIA;0000468665;EQUIPE 3;52.87;57.4;61.58;8.57;7.28;16.47
UBS 13 SAMAMBAIA;0001717596;ESF 02 ROSA - UBS 13 SAM;58.85;53.57;57.98;-8.97;8.23;-1.48
UBS 01 VICENTE PIRES;0001668064;ESF 03 VERMELHA - UBS 01 VP;51.52;54.87;55.56;6.5;1.26;7.84
UBS 02 RECANTO DAS EMAS;0001668234;ESF 29 AMARELA - UBS 02 REC;48.03;49.2;46.69;2.44;-5.1;-2.79
UBS 05 RECANTO DAS EMAS;0000470155;ESF 06 AZUL - UBS 05 REC;52.66;54.78;54.48;4.03;-0.55;3.46
UBS 1 CRUZEIRO;0001670182;EQUIPE MURICI;53.41;58.92;65.34;10.32;10.9;22.34
UBS 8 CEILANDIA;0001550586;EQUIPE 4 - ROXA;56.15;56.65;62.31;0.89;9.99;10.97
UBS 11 SAMAMBAIA;0000470651;ESF 45 VERDE - UBS 11 SAM;51.88;63.46;63.82;22.32;0.57;23.01
UBS 09 SAMAMBAIA;0000470929;ESF 06 VERMELHA - UBS 09 SAM;79.74;81.98;79.91;2.81;-2.53;0.21
UBS 01 ESTRUTURAL;0001469649;ESF 10 - UBS 01 ESTRUTURAL;64.79;69.84;65.33;7.79;-6.46;0.83
UBS 20 PLANALTINA;0001717219;ESF 2001/49 - SIGMA;52.75;60.33;58.65;14.37;-2.78;11.18
UBS 04 ITAPOA;0002138697;ESF EQ 15 RUBI;55.08;60.05;58.1;9.02;-3.25;5.48
